localpath,roughness
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2006_kc_1.tif,0.03294255662002875
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2006_kc_2.tif,0.028981316795558893
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2007_kv_0.tif,0.05038629941654719
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2007_kv_1.tif,0.05589609569225101
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2007_kv_2.tif,0.051993454862097235
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2008_kv_0.tif,0.056280759666186786
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2008_kv_1.tif,0.056231022129516244
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2008_kv_2.tif,0.05103092500187863
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2009_kv_0.tif,0.061923282891107795
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2009_kv_1.tif,0.05593203666049728
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2009_kv_2.tif,0.04438583914165318
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2010_kv_0.tif,0.04968019995261286
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2010_kv_1.tif,0.05443638307839953
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2010_kv_2.tif,0.05354224434179275
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2012_kv_0.tif,0.02974887542227847
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2012_kv_1.tif,0.031514366960831264
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2012_kv_2.tif,0.03041829197455328
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2102_ll_0.tif,0.020282965060993606
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2102_ll_1.tif,0.01781955253119031
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2102_ll_2.tif,0.01818814499059667
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2111_hc_0.tif,0.11573549438284426
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2111_hc_1.tif,0.12614024289101566
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2111_hc_2.tif,0.12501076631116637
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2113_kn_0.tif,0.04368329592801361
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2113_kn_1.tif,0.03705255171060527
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2113_kn_2.tif,0.04895694306306549
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2114_kv_0.tif,0.03393561629721126
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2114_kv_1.tif,0.03980539255030496
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2114_kv_2.tif,0.03863926067085443
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2115_kv_0.tif,0.0617490892560616
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2115_kv_1.tif,0.05985299783413693
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2115_kv_2.tif,0.05623260628008176
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2116_ks_0.tif,0.05445342682827772
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2116_ks_1.tif,0.04726135363318021
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2116_ks_2.tif,0.05347292417997513
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2117_ks_0.tif,0.03454106635819724
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2117_ks_1.tif,0.035294330053579105
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2117_ks_2.tif,0.03519728170908573
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2118_kn_0.tif,0.027983064592640248
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2118_kn_1.tif,0.027849674125212956
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2118_kn_2.tif,0.025696053600471343
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2119_kn_0.tif,0.031655330531277004
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2119_kn_1.tif,0.0397260587174268
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2119_kn_2.tif,0.028281764105134305
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2121_ka_0.tif,0.029554207319058178
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2121_ka_1.tif,0.03182698575456574
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder1_jd/2121_ka_2.tif,0.07248898488141065
