catalog,g60
2487,18.71492
2488,18.18782
249,12.74122
2490,6.179997
2491,4.903565
2492,4.738008
2493,4.425506
2494,7.233856
2495,56.25462
2496,28.03667
2497,95.67742
2499,97.09641
25,13.19685
250,6.372365
2500,54.58559
2501,48.11478
2502,13.22948
2503,8.172924
2504,8.932983
2505,4.903626
2506,9.888012
2507,20.10746
2508,35.78387
2509,5.707096
251,5.461464
2510,92.74581
2511,47.25587
2512,87.14527
2516,8.531321
2517,44.77188
2518,60.98386
2519,30.26643
252,15.48613
2520,56.90039
2521,3.388839
2522,51.24268
2523,1.876086
2524,95.85178
2525,11.40162
2526,93.24162
2527,29.8766
2528,58.7748
2529,98.50522
253,56.69354
2530,30.25198
2531,16.36194
2532,98.48331
2533,30.32792
2534,95.68193
2535,18.64559
2536,58.02824
2538,21.85101
2539,94.87315
254,83.54221
2540,19.84594
2541,24.92569
2542,48.85098
2544,60.19324
2545,58.18581
2546a,14.00188
2546b,3.207139
2546c,63.6395
2546d,52.95687
2546e,2.146564
2546f,92.49055
2546g,93.54806
2546h,11.6888
2546i,21.66726
2547,24.20571
2548,25.47129
2549,53.37567
255,15.23666
2550,49.96742
2551,51.71198
2552,6.017799
2553,4.738622
2554,36.83594
2555,29.17155
2556,29.45516
2557,41.09364
2559,24.52456
256,9.564295
2560,22.17273
2561,38.47532
2562,95.97785
2563a,83.92906
2563b,16.50584
2563c,55.45523
2563d,7.633663
2563e,7.674005
2563f,60.35026
2563g,45.67696
2563h,5.30662
2563i,2.826332
2564,47.93288
2565,43.99539
2566,8.180147
2567,64.77899
2568,57.12437
2569,96.76939
257,14.9113
2571,2.296231
2572,12.91692
2573,1.45042
2574,7.017037
2575,2.662932
2576,28.2782
2577,4.190932
2578,4.909606
2579,5.824635
258,71.67232
2580,8.598482
2581,5.693629
2582,5.128572
2583,40.52211
2584,44.38346
2586,52.44001
2587,54.85012
2588,22.13896
2589,19.15142
259,6.538911
2592,34.7116
2593,51.0666
2594,49.1108
2595,9.73452
2596,63.05946
2597,11.99076
2598,12.51256
2599,48.58206
26,9.326822
260,6.66465
2602,42.68002
2603,36.21214
2604,44.54963
2605,8.191276
2606,68.03227
2607,22.16884
2608,43.24895
2609a,89.61717
2609b,91.29147
2609c,13.83425
2609d,17.94842
2609e,2.23629
2609f,2.870157
2609g,21.99147
2609h,16.61725
2609i,18.0727
2609j,13.94848
2609k,9.360171
2609l,93.9834
2609m,91.30181
2609n,13.30289
2609o,16.73289
2609p,3.156716
2609q,23.5757
2609r,16.79469
2609s,15.20881
2609t,20.3422
2609u,11.72153
2609v,93.43536
2609w,91.85098
2609x,91.81337
261,57.6322
2610,7.261479
2611,97.09877
2612,97.45729
2613,46.44433
2614,47.49671
2615,56.28358
2616,54.80096
2617,57.32767
2618,61.42547
2619,50.07497
262,58.89677
2620,11.29513
2621,8.71424
2622,62.70667
2623,55.09965
2624,98.29392
2625,36.75202
2626,45.53329
2627,59.11737
2628,25.65712
263,50.43502
2632,5.013691
2634,25.04198
2635,2.837552
2636,18.26888
2638,5.525485
2639a,20.23373
2639b,23.51939
2639c,5.127226
2639d,93.71292
2639e,10.20674
2639f,7.695055
2639g,8.463373
264,50.44669
2640a,94.36292
2640b,94.52934
2640c,27.42849
2640d,96.74651
2640e,24.01088
2640f,7.965243
2640g,2.219763
2640h,7.372108
2640i,21.43878
2640j,96.65549
2640k,5.431553
2640l,5.483772
2640m,22.83271
2640n,3.638098
2640o,4.07541
2640p,4.835423
2640q,0.6436734
2640r,6.304863
2640s,0.9290354
2640t,0.8964335
2641a,61.56622
2641b,13.49411
2641c,2.948771
2641d,1.788427
2641e,5.131575
2641f,62.67984
2641g,7.044947
2641h,2.163202
2641i,1.953448
2641j,6.969812
2641k,5.119146
2641l,1.802448
2641m,6.230027
2641n,15.12994
2642,50.49716
2643a,8.104171
2643b,6.430984
2643c,6.99394
2643d,12.30887
2643e,12.01308
2643f,106.6959
2643g,9.146252
2643h,8.492247
2643i,10.93342
2643j,11.42204
2643k,10.70128
2643l,6.619104
2643m,5.570184
2643n,9.849206
2643o,10.87378
2643p,18.23614
2643q,99.40546
2643r,11.04545
2643s,18.25072
2643t,3.946707
2643u,94.76612
2643v,95.43088
2643w,96.89094
2643x,12.33665
2643y,14.27421
2643z,4.756543
2644,11.5408
2645,8.303635
2646,9.242473
2647a,40.70271
2647b,6.02317
2647c,8.54279
2647d,16.37658
2647e,50.41678
2647f,1.113323
2647g,55.28671
2647h,2.418396
2647i,16.21805
2647j,80.41364
2647k,24.74035
2647l,2.078328
2647m,92.37415
2647n,2.836904
2647o,22.68251
265,64.25979
266,60.52053
267,31.97096
268,31.69058
269,42.34159
27,11.37893
270,46.7808
271,37.43808
272,71.44567
274,13.38168
2748,10.33745
2749,42.95135
275,94.79604
2750,39.92907
2752,54.39267
2758,50.20127
2759,54.00798
276,21.32103
2760,48.81786
2761,3.714479
2762,9.619013
2763,60.3221
2764,38.4332
2765,35.75107
2766,38.54755
2767,55.34328
2768,71.82122
2769,62.94662
277,72.2717
2771,31.23185
2772,3.386234
2773,57.37072
2774,3.673014
2775,3.651901
2776,10.45817
2777,43.52903
278,62.86361
2780,15.63507
2781,51.09399
2782,50.38872
279,21.5833
28,10.9168
280,97.39343
281,60.55758
282,43.0643
283,5.693228
284a,13.84234
284aa,86.92589
284b,30.73421
284bb,21.46205
284c,2.089268
284cc,1.920326
284d,90.42774
284dd,10.40181
284e,8.444218
284ee,5.063456
284f,6.722017
284ff,7.110262
284g,19.95736
284h,3.459448
284i,10.95852
284j,13.35728
284k,90.42677
284l,92.20837
284m,7.760905
284n,5.25589
284o,21.59832
284p,4.214705
284q,5.46055
284r,11.21435
284s,23.21087
284t,3.314218
284u,9.29685
284v,93.29305
284w,14.24036
284x,9.605315
284y,24.98453
284z,7.062355
285a,82.73895
285b,14.53597
285c,6.942893
285d,10.01955
285e,90.01808
285f,10.66567
285g,10.5733
285h,95.50881
285i,6.106858
285j,14.51901
285k,5.617313
285l,7.04441
285m,6.082408
285n,15.02704
285o,12.10307
285p,6.198375
285q,6.426444
285r,3.323191
285s,92.23821
285t,4.246155
286a,90.84868
286b,14.1311
286c,7.942731
286d,89.92467
286e,7.847837
286f,11.10069
286g,14.29751
286h,8.194178
286i,12.99839
286j,10.84974
286k,8.880505
286l,16.18887
286m,11.94605
286n,8.529847
286o,8.306873
286p,9.219304
286q,9.585283
286r,12.5168
286s,2.133633
286t,90.26189
286u,10.59022
286v,89.72061
286w,9.151286
286x,9.246094
286y,8.269439
286z,4.351655
287a,87.52647
287b,54.27736
287c,9.136301
287d,96.06456
287e,13.55556
287f,62.28542
287g,38.20264
287h,23.61044
2880,9.162844
2882,54.35157
2883,49.40694
2884,52.87992
2885,49.73167
2886,51.09795
2888,10.0523
2889,7.813867
288a,1.934011
288b,1.526854
288c,84.06809
288d,7.37752
289a,78.88058
289b,12.21729
289c,1.979697
289d,2.4059
289e,4.523332
289f,83.02204
289g,87.96735
289h,7.57755
2900,7.558302
2901,7.974016
2903,3.369089
2904,61.24923
2905,50.89915
2906,45.77866
2907,96.23662
2908,57.32061
2909,57.29018
290a,92.75397
290b,12.43273
290c,43.9499
290d,97.65299
290e,14.62878
290f,37.97229
290g,27.07001
290h,69.19444
290i,14.76935
290j,46.43419
2910,49.08958
2911,15.50998
2913,55.89238
2917,59.76253
2918,24.3624
2919,48.882
2920,7.254464
2921,7.857562
2922,4.434297
2923,5.933644
2924,51.34409
2925,62.34252
2926,62.77517
2927,58.38794
2928,49.92448
2929,9.099487
292a,27.3093
292b,73.4715
292c,9.866615
292d,77.32560000000001
292e,9.476688
292f,39.10059
292g,8.976112
292h,8.359018
292i,58.36654
292j,8.69298
2930,41.88739
2931,9.208481
2932,7.278366
2934,4.639133
2935,2.881758
2936,5.945122
294,12.64109
2940,56.84357
2942,56.36914
2943,56.11492
2944,55.22029
2945,4.332456
2946,4.120711
2947,43.51898
2948,9.489435
2949,51.79986
294a,9.138933
294b,11.52462
294c,2.476583
294d,13.63473
294e,59.78491
294f,13.45628
294h,1.223023
294i,35.76865
294j,11.46533
294k,12.34432
294l,12.79811
294m,3.62628
294n,10.92262
294o,3.858348
294p,7.108127
294q,1.315527
294r,1.014291
294s,11.15513
294t,4.765815
294u,14.16596
2950,49.82737
2951,55.58834
2952,6.830913
2954,65.52096
2955,58.30991
2956,59.42453
2957,48.87456
2958,53.19116
2959,37.43829
295a,107.449
295b,12.01292
295c,10.70512
295d,14.13453
295e,35.94564
295f,24.14709
295g,4.164184
295h,8.450693
295i,3.703848
295j,5.533071
295k,23.08728
2960,39.71177
2961,53.80375
2962,43.02586
2963,46.08228
2964,8.743887
2965,7.274995
2966,54.31298
2968a,9.919254
2968aa,11.90727
2968b,9.474728
2968bb,38.12277
2968c,6.700058
2968cc,8.778341
2968d,4.912612
2968dd,9.116159
2968e,10.94773
2968ee,2.256659
2968f,23.58367
2968ff,96.45248
2968g,7.707417
2968gg,93.31197
2968h,11.7245
2968hh,13.23621
2968i,90.90921
2968ii,14.42091
2968j,96.61518
2968jj,9.109962
2968k,7.920379
2968kk,10.73456
2968l,6.757383
2968ll,4.347746
2968m,30.71539
2968mm,2.977517
2968n,26.17053
2968nn,2.97457
2968o,4.811057
2968oo,2.529486
2968p,1.762713
2968q,6.555274
2968r,23.25734
2968s,2.815722
2968t,2.576426
2968u,93.65797
2968v,94.07703
2968vv,10.5627
2968w,7.46688
2968ww,20.90433
2968x,3.031599
2968xx,17.16207
2968y,6.328941
2968z,3.801192
296a,94.39486
296b,13.83878
296c,17.59895
296d,19.51599
296e,25.08341
296f,22.7997
296g,3.760392
296h,9.042575
296i,4.188068
296j,6.968605
296k,24.30967
2970,39.79392
2971,14.40616
2972,3.191018
2973,6.980713
2974,64.61189
2975,54.25286
2976,21.61784
2977,15.59639
2978,10.29642
2979,10.34421
297a,95.02373
297b,12.54915
297c,15.80211
297d,16.01245
297e,40.26569
297f,34.09638
297g,20.54636
297h,7.994361
297i,3.544557
297j,5.873181
297k,28.15861
2980,11.66772
2981,53.02633
2982,6.834594
2983,3.088413
2984,63.16965
2985,47.70144
2986,13.20901
2987,58.81387
2988,3.880071
298a,86.71981
298b,11.93811
298c,14.97062
298d,16.28084
298e,51.18484
298f,34.04139
298g,3.6071
298h,8.922911
298i,5.725029
298j,7.267839
298k,14.85823
2992,8.985166
2993,61.75888
2994,43.70531
2995,44.61805
2996,46.17202
2997,47.72283
2998,68.91354
2999,6.13852
3000,3.509825
3001,9.07771
3002,41.63075
3003,31.80919
3004,12.18027
3005,9.533526
3006,10.27312
3008,6.493748
3011,9.645341
3013,42.70921
3014,34.88336
3015,19.45496
3016,55.06157
3017,3.852118
3018,11.57488
3019,96.74866
301a,12.99401
301b,20.27139
301c,93.11406
301d,17.29359
301e,34.40528
301f,21.93652
301g,10.84141
301h,12.40857
301i,6.2766
301j,7.398799
301k,15.50306
3021,25.1567
3022,96.38081
3023,95.42967
3024,26.80418
3025,61.25904
3029,30.41705
302a,11.76481
302b,6.949397
302c,25.82225
302d,6.056964
302e,10.12776
302f,9.472538
302g,17.12648
302h,6.928555
302i,5.371958
302j,81.40318
302k,9.467641
302l,6.622545
302m,4.871302
3030,2.749599
3031,29.3285
3032,64.3529
3033,81.5669
3034,36.7376
3035,67.94105
3036,8.441125
3037,8.489982
3038,8.529209
3039,55.10121
3042,8.6297
3043,5.945562
3044,56.0264
3045,48.66922
3046,43.23109
3047,6.596063
3048,67.94389
3049,3.200985
304a,91.37915
304b,13.7608
304c,22.94349
304d,21.33165
304e,50.84559
304f,47.68263
304g,3.093192
304h,8.34408
304i,5.078529
304j,8.584442
304k,22.06868
3050,12.96508
3052,8.067965
3053,46.96521
3054,37.70693
3055,6.783048
3056,56.55459
3057,6.133024
3058,17.63745
3059,28.87954
305a,87.42349
305b,10.39235
305c,15.15489
305d,17.20291
305e,43.56895
305f,38.91623
305g,2.919447
305h,13.70285
305i,4.73297
305j,6.909017
305k,24.23573
3060,91.76651
3061,7.585281
3062,48.89793
3063,6.643959
3064,96.15963
3066,93.90627
3067,10.48261
3069,6.062385
307,44.85334
3070,54.0461
3071,55.64292
3072,54.36674
3073,53.08218
3074,62.37394
3075,64.14474
3076,47.1661
3077,21.00105
3078,9.355722
3079,24.61667
308,46.82587
3082,95.938
3083,2.683519
3084,28.31894
3085,27.30888
3086,2.670251
3087,19.98217
3088,2.457107
3089,64.84735
309,47.394
3090,58.49361
3091,66.14202
3092,39.90264
3094,9.060635
3095,6.745375
3096,9.499241
3097,19.05988
3098,25.43828
3099,57.15056
31,47.10766
310,49.83122
3100,55.67318
3101,51.05005
3103,62.73408
3104,44.64644
3105,40.19268
3106,53.98232
3107,53.87041
3108,55.56404
311,48.26347
3110,55.12809
3111,52.51078
3112,13.13586
3113,55.42523
3114,11.69307
3115,11.03663
3116,7.425248
3117,11.7064
3118,13.89543
3119,6.298713
312,34.29814
3120,52.16594
3121,59.45591
3122,79.74448
3123,44.94912
3124,6.813636
3125,52.08229
3126,51.2998
3127,10.27148
3128,90.11832
3129,64.1911
313,23.76292
3130,95.66074
3131,56.36515
3132,15.56721
3133,37.58678
3134,11.12035
3135,47.13747
3136,8.533117
3138,32.23736
3139,36.32867
314,53.8634
3140,10.87861
3141,54.84266
3142,61.42417
3143,62.626
3144,3.583504
3145,3.664106
3146,7.264307
3147,7.833632
3148,46.73913
3149,24.88424
315,63.06702
3150,6.420009
3152,4.185447
3153,52.90257
3154,53.91941
3155,4.05274
3156,5.79806
3157,96.18922
3158,49.47175
3159,50.89323
316,65.86396
3160,46.81393
3161,6.290534
3162,15.70428
3163,22.39674
3164,53.96046
3165,8.762911
3166,16.85177
3167,3.632373
3168,4.946647
3169,11.54362
317,60.63113
3170,2.682723
3171,26.30356
3172,17.33678
3174,64.90279
3176,62.92005
3178,27.42008
3179,52.46214
3183,63.6011
3184,68.1656
3185,12.5961
3186,67.52164
3187,46.7523
3188,2.91631
3189a,8.284793
3189b,2.13911
3189c,61.85499
3189d,12.58087
3189e,87.96798
3189f,10.40618
3189g,9.84967
3189h,5.994283
3189i,4.886607
3189j,5.038383
3189k,4.489084
3189l,4.924375
3191a,16.97762
3191b,3.321538
3191c,2.480714
3191d,2.968448
3191e,84.28361
3191f,1.545585
3191g,4.281571
3191h,3.671244
3191i,4.757273
3191j,1.641579
3192a,112.5924
3192b,89.6212
3192c,2.083887
3192d,1.775196
3192e,12.16374
3192f,2.46778
3192g,4.938957
3192h,6.407581
3192i,3.302538
3192j,8.872871
3193a,96.34894
3193b,3.436927
3193c,9.702845
3193d,26.32803
3193e,95.09576
3193f,2.829772
3193g,7.343783
3193h,16.50923
3193i,26.43465
3193j,93.13467
3193k,93.37831
3193l,6.030993
3193m,96.57882
3193n,7.548283
3193o,20.21042
3193p,8.577005
3193q,6.243968
3193r,12.27886
3193s,2.818757
3193t,10.51009
3193u,95.17465
3193v,107.4728
3193w,6.376058
3193x,93.87807
3194,10.46095
3195a,91.90472
3195b,11.8429
3195c,16.6649
3195d,17.50443
3195e,49.83732
3195f,39.24115
3195g,2.504715
3195h,14.97108
3195i,4.760237
3195j,7.552709
3195k,21.2644
3196a,77.26936
3196b,14.01614
3196c,11.81079
3196d,9.599155
3196e,20.20816
3196f,6.704366
3196g,17.87794
3196h,96.74984
3196i,86.28964
3196j,79.74222
3196k,1.242886
3196l,4.921299
3196m,15.59857
3197a,6.95397
3197b,9.910214
3197c,8.351827
3197d,9.744774
3197e,9.52184
3197f,95.25275
3197g,7.910838
3197h,7.519039
3197i,11.45243
3197j,5.436513
3197k,5.904433
3197l,7.758457
3197m,11.13352
3197n,18.5411
3197o,97.41051
3197p,10.90964
3197q,18.08892
3197r,3.857513
3197s,94.40409
3197t,94.21122
3197u,12.13847
3197v,14.92583
3198a,15.16919
3198aa,5.691924
3198b,10.29574
3198bb,5.286409
3198c,8.99556
3198cc,10.20572
3198d,92.384
3198dd,14.2016
3198e,17.90927
3198ee,96.95103
3198f,8.916653
3198ff,13.30459
3198g,94.04681
3198gg,28.03471
3198h,19.42908
3198hh,8.550591
3198i,93.61156
3198ii,14.18225
3198j,7.498862
3198jj,12.63009
3198k,11.97156
3198kk,12.82387
3198l,14.87503
3198ll,94.98886
3198m,7.157271
3198mm,9.533408
3198n,36.97043
3198nn,14.01001
3198o,12.45724
3198oo,4.380275
3198p,2.714976
3198pp,4.739798
3198q,15.69724
3198qq,6.630532
3198r,16.03798
3198s,10.97858
3198t,8.440358
3198u,5.711906
3198v,1.557129
3198w,12.50764
3198x,5.290233
3198y,13.43703
3198z,92.59486
3199a,11.84834
3199aa,15.58384
3199b,15.66394
3199bb,9.863672
3199c,22.18322
3199cc,21.55288
3199d,11.09882
3199dd,8.637156
3199e,95.49107
3199ee,29.12985
3199f,93.99974
3199ff,13.4181
3199g,10.76599
3199gg,15.40971
3199h,94.37292
3199hh,17.94274
3199i,22.82603
3199ii,17.39855
3199j,16.32529
3199jj,12.94866
3199k,34.07578
3199kk,13.69966
3199l,20.19622
3199ll,3.357662
3199m,11.07178
3199mm,49.27612
3199n,7.204964
3199nn,16.62726
3199o,12.78016
3199oo,20.08454
3199p,29.54183
3199pp,4.753359
3199q,15.25089
3199qq,37.29144
3199r,96.98325
3199rr,92.6388
3199s,3.981983
3199t,89.71561
3199u,20.80171
3199v,27.78305
3199w,17.27511
3199x,17.14841
3199y,8.119045
3199z,13.47302
32,51.06926
320,47.19584
3201a,41.39886
3201b,10.44485
3201c,57.24401
3201d,10.03794
3201e,4.301807
3201f,2.688453
3201g,13.04234
3201h,18.14933
3201i,74.94857
3201j,2.419379
3201k,11.09079
3201n,62.40568
3201o,4.53229
3201p,1.852201
3201q,3.946197
3202a,9.182713
3202b,11.32249
3202c,2.399684
3202d,12.92562
3202e,96.58722
3202f,11.87339
3202g,1.442415
3202h,36.6541
3202i,10.91772
3202j,8.80166
3202k,3.470623
3202l,12.30017
3202m,11.35773
3202n,4.703244
3202o,6.439352
3202p,1.049132
3202q,0.8278747
3202r,14.44746
3202s,5.641484
3202t,14.78472
3203,3.235639
3204,31.75352
3205,2.374875
3206,29.34672
3207,3.889048
3208,3.628589
3209,9.522259
321,6.608705
3210,42.98726
3211,43.82682
3212,43.02861
3213a,9.821708
3213aa,2.675002
3213b,5.976813
3213bb,14.11361
3213c,9.526361
3213cc,10.32115
3213d,2.885516
3213dd,9.490847
3213e,7.548218
3213ee,90.28158
3213f,78.6016
3213ff,91.46986
3213g,90.2409
3213gg,10.48363
3213h,8.21074
3213hh,25.85144
3213i,9.569244
3213ii,6.02543
3213j,7.52867
3213jj,6.517244
3213k,11.05706
3213kk,17.05504
3213l,34.88399
3213ll,8.798973
3213m,3.608735
3213mm,4.627739
3213n,6.881993
3213nn,13.65551
3213o,11.15747
3213oo,6.603448
3213p,2.111602
3213pp,2.833338
3213q,16.06564
3213qq,2.487908
3213r,4.918538
3213rr,2.065846
3213s,87.13833
3213t,86.16203
3213u,16.77395
3213v,7.386575
3213w,7.306937
3213x,13.21354
3213y,32.10412
3213z,23.53548
3214a,34.48568
3214b,12.5306
3214c,7.980538
3214d,24.93183
3214e,19.34092
3214f,1.474028
3214ff,5.507385
3214g,6.556402
3214gg,3.061141
3214h,88.74738
3214hh,4.257208
3214i,9.973689
3214j,10.00595
3214k,93.32526
3214l,10.51775
3214m,7.176974
3214n,26.22223
3214o,5.456112
3214p,10.76512
3214q,93.55978
3214r,93.87896
3214s,11.0712
3214t,8.539869
3214u,5.775925
3214v,9.897809
3214w,5.151962
3214x,3.053096
3215a,11.12984
3215b,7.556266
3215c,13.77161
3215d,15.60266
3215e,90.59296
3215f,14.91087
3215g,16.05374
3215h,25.08183
3215i,15.40809
3215j,25.40185
3215k,88.04472
3215l,12.58494
3215m,10.25188
3215n,16.67312
3215o,88.39484
3215p,12.74092
3215q,11.83468
3215r,18.05947
3216,2.786115
3217,70.01795
322,49.42757
325,41.76656
326,42.92509
328,44.37212
329,62.56944
33,46.06753
330,19.89223
331,91.4953
332,28.66324
333,34.91683
334,48.36701
335,15.66218
336,2.605844
337,4.393795
338,52.47462
339,61.57392
34,57.53603
340,5.690165
341,18.71732
342,49.78922
343,38.18722
345,45.13604
346,55.78199
347,106.2836
348,32.53443
351,97.60693
353,3.828587
354,51.8835
355,7.434139
356,7.879417
357,12.95389
358,13.72501
359,49.67925
36,48.73885
360,57.64202
361,62.45665
362,21.26787
363,11.2197
364,15.50462
365,7.489389
366,35.43012
368,58.61928
369,36.27197
37,3.58303
370,11.65343
371,58.54618
372,26.48812
373,36.13976
374,35.9255
375,35.22884
376,36.08908
377,94.65349
378,13.05953
379,12.6686
38,6.689676
39,64.02593
390,6.711357
391,10.10865
393,51.48407
394,24.60028
395,55.38463
396,8.329969
397,42.12577
398,65.71535
399,5.259085
4,17.59972
40,6.333434
400,5.051249
401,9.549516
402,4.628928
41,65.94223
4113,56.37216
4114,28.88829
4115,68.53743
4116,90.77151
4117,51.4193
4118,10.50311
4119,81.0551
4120,45.51792
4121,54.53637
4122,93.05895
4123,77.11135
4124,77.23412
4125,63.8046
4126,50.06499
4127,22.25227
4128,52.74983
4129,50.84482
4130,44.36871
4131,51.32534
4132,50.35435
4133,55.87486
4134,55.91306
4135,64.28549
4136,56.89752
4137,46.17738
4139,53.6193
4140,49.51248
4141,2.516915
4142,9.447888
4143a,3.159756
4143b,3.684294
4143c,12.26989
4143d,52.48152
4143e,3.350335
4143f,9.384628
4143g,47.75375
4143h,6.346346
4143i,3.422427
4143j,11.06941
4143k,9.791904
4143l,5.359921
4143m,5.859277
4143n,3.004045
4143o,8.870041
4143p,7.279425
4143q,8.243973
4143r,49.57864
4143s,5.60004
4143t,5.782297
4143u,52.94806
4143v,12.61107
4143w,58.8888
4143x,4.577999
4143y,13.83257
4143z,6.350501
4144,59.68782
4145,62.02952
4146,49.27309
4147,9.141193
4148,10.38725
4149,60.13434
4150,56.19064
4151,68.873
4152,8.130467
4153,23.47272
4154,92.29942
4155,97.46183
4156,14.44885
4157,53.18453
4158,39.08674
4159,45.67894
4160,44.547250000000005
4161,57.28101
4162,60.90884
4163,54.54521
4164,8.854043
4165,24.54498
4166,10.36193
4167,9.529035
4168,4.481532
4169,9.135672
4170,50.30527
4171,6.498522
4172,5.594771
4173,55.26217
4174,54.95986
4175,39.80649
4176,55.8108
4177,61.75349
4178,56.42422500000001
4179,65.68642
4180,61.99006
4181,9.674416
4182,8.663295
4183,12.42863
4185,9.369282
4186,56.53451
4187,7.1879349999999995
4188,8.502172
4189,2.956184
4190,3.431292
4191,24.08705
4192,66.05243
4194,51.52464
4195,15.00636
4196,7.227902
4197,80.86058
4198,49.6715
4199,66.56853
42,61.37874
4200,62.92181
4201,7.717315
4202,15.33504
4203,47.30643
4204,51.5279
4205,55.75985
4206,54.12413
4207,51.53581
4208,15.63422
4209,60.16569
4210,99.15513
4211,4.552642
4213,23.78017
4214,3.110573
4215,2.917528
4216,2.963124
4217,2.904824
4218,3.223007
4219,3.246875
4220,3.363096
4221,2.966137
4222,3.358691
4223,3.050832
4224,46.56449
4225,94.28471
4226,94.82462
4227,9.204255
4228,42.9546
4230,65.715
4231,25.719845
4232,53.62787
4233,93.98898
4234,38.03706
4235,9.723715
4237,3.130178
4238,4.342923
4239,4.632679
4240,59.77264
4241,67.34557
4243,71.76891
4244,71.66392
4245,7.562169
4246,7.352781
4247,3.165316
4248,3.225666
4249,3.446884
4252,3.286759
4254,44.96108
4255,3.261507
4256,2.84573
4257,51.96454
4258,56.29181
4259,92.94867
4260,40.07014
4261,41.36477
4262,55.04009
4263,57.25568
4264,56.43761
4265,54.90139
4266,55.44238
4267,57.49909
4268,53.725
4269,41.84637
4270,46.58213
4271,55.13023
4272,35.05061
4273,45.71843
4274,69.51794
4275,14.67502
4276,7.961965
4277,36.30552
4278,41.74956
4279,58.45471
4280,59.15384
4281,52.69904
4282,28.36069
4284,62.92211
4285,60.04859
4286,60.51251
4287,60.46051
4288,60.55729
4290,63.62652
4291,49.50881
4292,56.16596
4293,60.42425
4294,55.81424
4295,9.607879
4296,50.7771
4297,41.02713
4298,38.98709
4299,10.13872
4300,2.886418
4301,2.782849
4302,93.28194
4303,38.11951
4304,97.68596
4305,36.13036
4306,93.72957
4307,62.11337
4308,35.17798
4780,7.475142
4781a,89.82888
4781b,13.37016
4781c,7.669432
4781d,13.93126
4781e,93.83838
4781f,9.184091500000001
4781g,11.98648
4781h,94.37189
4781i,57.73022
4781j,9.139282
4781k,14.44579
4781l,13.45134
4781m,8.241521
4781n,9.235386
4781o,14.05504
4781p,10.78254
4781q,2.982813
4781r,6.709471
4781s,8.685522
4782a,1.934805
4782b,2.93795
4782c,2.544912
4782d,2.027924
4782e,5.05676
4782f,8.223992
4782g,15.40281
4782h,2.014542
4782i,2.160222
4782j,4.795222
4782k,78.68896
4782l,95.41644
4782m,61.520905
4782n,49.5248
4782o,25.40387
4782p,5.763491
4782q,7.85581
4782r,2.509101
4782s,1.89448
4782t,4.268314
4784a,56.09883
4784aa,4.666083
4784b,20.78145
4784bb,11.67174
4784c,12.54867
4784cc,15.18171
4784d,18.62094
4784dd,5.230801
4784e,43.39979
4784ee,12.36666
4784f,3.703219
4784ff,17.931
4784g,9.752481
4784gg,57.28653
4784h,4.355835
4784hh,15.18917
4784i,15.60521
4784j,21.91798
4784k,7.832041
4784l,2.602176
4784m,2.399715
4784n,4.70576
4784o,17.16341
4784p,7.086977
4784q,10.85026
4784r,4.164923
4784s,57.95711
4784t,2.351655
4784u,10.30156
4784v,11.77432
4784w,3.048524
4784x,51.64592
4784y,3.246283
4784z,54.91142
4785a,3.885192
4785b,3.815124
4785c,2.437115
4785d,3.627928
4785e,12.81142
4785f,1.930717
4785g,9.148083
4785h,2.029743
4785i,2.136879
4785j,82.36162
4785k,2.317512
4785l,36.06377
4786a,99.02045
4786aa,96.23902
4786b,97.99088
4786bb,0.1855528
4786c,96.95093
4786d,1.985064
4786e,7.48067
4786f,91.63601
4786g,2.154111
4786h,10.03015
4786i,1.181426
4786j,8.862077
4786k,92.77212
4786l,92.94171
4786m,7.504576
4786n,12.82463
4786o,12.23071
4786p,91.63288
4786q,12.71381
4786r,2.509713
4786s,8.10164
4786t,2.021636
4786u,1.199593
4786v,13.77263
4786w,4.73953
4786x,8.343374
4786y,96.78999
4786z,2.282009
4787a,85.65562
4787b,84.86736
4787c,14.83096
4787d,5.13296
4787e,1.670285
4787f,11.56393
4787g,5.897856
4787h,86.69632
4787i,9.625287
4787j,85.39824
4787k,9.809803
4787l,7.558922
4787m,1.412498
4787n,89.17504
4787o,8.368679
4787p,9.794352
4787q,6.297936
4787r,8.27726
4787s,5.486094
4787t,1.912412
4787u,13.08798
4787v,3.035247
4787w,9.6195
4788a,10.09076
4788aa,11.9015
4788b,9.018969
4788bb,37.76021
4788c,6.759247
4788cc,8.839422
4788d,4.963305
4788dd,8.887769
4788e,10.85546
4788ee,2.503581
4788f,24.77141
4788ff,12.85169
4788g,7.568384
4788gg,14.88
4788h,12.08517
4788hh,96.12094
4788i,93.31377
4788ii,99.89814
4788j,94.74239
4788jj,9.008837
4788k,8.331805
4788kk,9.840544
4788l,7.215583
4788ll,4.855624
4788m,30.7136
4788mm,2.182312
4788n,24.3257
4788nn,2.771716
4788o,5.847078
4788oo,2.53211
4788p,1.759546
4788pp,6.727928
4788q,7.215288
4788qq,6.343889
4788r,24.751
4788rr,6.327488
4788s,2.435818
4788ss,6.788566
4788t,2.836484
4788tt,6.586389
4788u,93.36861
4788uu,6.119125
4788v,96.50304
4788w,6.435113
4788x,2.552509
4788y,6.282989
4788z,3.816443
4789a,2.140301
4789b,10.29291
4789c,2.840562
4789d,3.713282
4789e,1.238119
4789f,10.92686
4789g,5.695959
