catalog,g60
1880s,8.722785
1880t,2.259979
1880u,7.074317
1880v,2.24447
1880w,1.864869
1880x,1.858259
1880y,2.08489
1882a,1.555175
1882b,1.621632
1882c,5.214908
1882d,1.443017
1882e,4.143158
1882f,93.30441
1882g,12.59701
1882h,10.92497
1882i,0.4435001
1882j,5.306016
1882k,6.249316
1882l,8.816546
1882m,4.579478
1882n,14.90492
1882o,2.630566
1882p,3.709874
1882q,2.231035
1882r,2.800445
1882s,0.7068604
189,53.18965
190,7.803193
191,47.20105
192,45.32641
193,3.66624
1941,10.68907
1942a,84.64171
1942b,22.00516
1942c,89.97272
1942d,35.56692
1942e,10.10762
1942f,2.279087
1942g,30.07775
1942h,8.598507
1942i,4.817199
1942j,90.40567
1942k,6.401437
1942l,87.06156
1942m,9.104925
1942n,1.135793
1942o,9.627921
1942p,10.0841
1942q,7.884038
1942r,9.495138
1943,8.303192
1944,29.4181
1945,47.64508
1946,51.94914
1947,50.18974
1948,11.28315
1949,11.42608
1950,55.55106
1951,15.77723
1952,10.5126
1953,12.1248
1954,10.35502
1955,64.34184
1956,7.521958
1957,65.32697
1958,56.18996
1959,5.427015
1960,49.88734
1961,51.61858
1962,8.51186
1963,6.864938
1964,96.62098
1965,92.69304
1966,73.1973
1967,61.40705
1968,63.31383
1969,58.51848
1970,29.98904
1971,47.63156
1972,67.61669
1973,47.84482
1974,7.556561
1975,13.39554
1976,3.857157
1977,3.401894
1978,6.597081
1979,51.68676
1980,5.86644
1981,41.35991
1982,65.29764
1983,7.844752
1984,12.48202
1985,8.611781
1986,6.755441
1987,8.491608
1988,6.560082
1989,63.2862
1990,11.41614
1991,13.54417
1992,53.38605
1993,11.79253
1994,98.16982
1995,16.6008
1996,97.81929
1997,38.44247
1998,94.72706
1999,11.15175
2,43.58566
200,37.58984
2000,12.17193
2001,52.13891
2003,8.668756
2004,2.690462
2005,8.493867
2006,3.128208
2007,7.072244
2008,5.687377
2009,7.99357
201,49.72599
2010,11.69214
2012,3.168369
2013,43.44448
2014,54.35094
2015,10.81571
2016,95.06668
2017,18.27815
2018,8.139419
202,37.8075
2020,5.959224
2021,2.733996
2022,13.57902
2023,27.72354
2024,11.50749
2025,91.27473
2026,53.65332
2027,51.3643
2028,20.35974
2029,20.98005
203,8.987884
2030,7.328548
2031,6.698328
2032,7.237317
2033,7.865862
2034,9.411562
2035,110.8533
2036,59.00673
2037,35.98424
2038,36.32355
2039,10.89967
204,10.14718
2040,46.06153
2041,55.86087
2044,9.326338
2046,10.18084
2049,42.84738
205,41.74366
2050,40.735285000000005
2051,97.67875
2052,20.37079
2053,20.88012
2054,31.12107
2055,52.67868
2056,8.576015
2057,8.153109
2059,31.90446
206,25.43329
2060,15.72007
2061,7.160372
2062,10.84563
2063,10.76888
2064,10.87352
2065,25.18179
2066,11.77179
2067,24.29124
2068,49.17387
2069,98.17447
207,9.352744
2070,96.27295
2072,19.70001
2073a,92.74727
2073aa,7.022664
2073b,92.41617
2073bb,51.61856
2073c,13.41464
2073cc,41.54827
2073d,13.28132
2073e,5.188347
2073f,9.088904
2073g,10.65955
2073h,9.406478
2073i,11.06059
2073j,102.8297
2073k,94.43319
2073l,10.84964
2073m,13.13164
2073n,13.23914
2073o,11.96713
2073p,11.95886
2073q,15.48761
2073r,3.624245
2073s,3.573609
2073t,11.14598
2073u,91.48302
2073v,94.94041
2073w,14.01904
2073x,23.90709
2073y,26.94741
2074a,94.16734
2074b,94.06896
2074c,95.09825
2074d,10.5779
2074e,11.95529
2074f,4.161185
2074g,0.5685337
2074h,11.61494
2074i,14.10153
2074j,4.062472
2074k,4.283209
2074l,10.29416
2074m,1.083332
2074n,9.90296
2074o,5.373416
2074p,4.447775
2074q,9.482981
2074r,96.26558
2074s,5.185387
2074t,0.8238003
2076a,88.82024
2076aa,9.435649
2076b,89.08804
2076bb,8.909036
2076c,84.60089
2076cc,90.41492
2076d,10.25955
2076dd,16.89687
2076e,15.51656
2076ee,89.19723
2076f,15.96241
2076g,10.4959
2076h,4.121334
2076i,20.11384
2076j,17.54091
2076k,11.73822
2076l,7.416616
2076m,9.711062
2076n,8.415696
2076o,12.68556
2076p,97.75573
2076q,16.69168
2076r,16.82894
2076s,13.38789
2076t,21.60427
2076u,11.65091
2076v,9.604548
2076w,2.979284
2076x,4.196563
2076y,96.20639
2076z,90.92019
2077a,3.810908
2077b,8.933602
2077c,12.60143
2077d,8.689549
2077e,4.191987
2077f,14.14721
2077g,93.92879
2077h,96.45381
2077i,12.63994
2077j,108.6869
2077k,12.76413
2077l,9.687343
2077m,3.000485
2077n,9.709915
2077o,11.38084
2077p,2.462021
2077q,10.60353
2077r,9.008663
2079a,90.82475
2079b,7.8263
2079c,19.81363
2079d,25.63134
2079e,94.54435
2079f,21.69367
2079g,93.80014
2079h,8.368313
2079i,0.6019012
2079j,4.598358
208,48.31801
2080a,11.91338
2080b,4.41638
2080c,15.4271
2080d,1.783803
2080e,14.24768
2080f,92.91085
2080g,9.671713
2080h,91.44844
2080i,10.8657
2080j,3.823243
2080k,94.28133
2080l,11.35364
2080m,13.60969
2080n,8.64644
2081a,93.67931
2081b,11.36087
2081c,12.23613
2081d,18.94253
2081e,8.330192
2081f,6.350126
2081h,91.01133
2081i,86.00554
2081j,92.26812
2081k,7.698212
2081l,9.148283
2083a,9.509861
2083b,20.03135
2083c,70.13876
2083d,10.05171
2083e,3.98963
2083f,5.467635
2083g,12.03467
2083h,106.0679
2083i,16.57779
2083j,10.9996
2083k,15.01273
2083l,3.06567
2083m,13.26028
2083n,8.673804
2083o,2.53093
2083p,88.99526
2083q,18.82692
2083r,15.59569
2084a,9.555619
2084aa,2.110302
2084b,7.694172
2084bb,12.0543
2084c,10.20501
2084cc,9.702435
2084d,3.265697
2084dd,7.612455
2084e,8.304981
2084ee,86.3679
2084f,80.74861
2084ff,90.23734
2084g,84.60767
2084gg,10.59791
2084h,9.259114
2084hh,26.06249
2084i,9.189557
2084ii,6.871642
2084j,7.560175
2084jj,6.5995
2084k,11.9412
2084kk,17.33001
2084l,38.34521
2084ll,8.346539
2084m,3.441043
2084mm,4.478931
2084n,7.291413
2084nn,16.31222
2084o,11.28243
2084oo,6.850575
2084p,2.263711
2084pp,3.902482
2084q,17.14772
2084qq,2.92911
2084r,4.496317
2084rr,2.143962
2084s,84.84621
2084t,90.18867
2084u,13.20635
2084v,8.440616
2084w,7.834213
2084x,11.67016
2084y,31.23342
2084z,23.19208
2085a,92.28791
2085b,95.22831
2085c,19.36325
2085d,8.838748
2085e,62.55545
2085f,4.733464
2085g,26.91053
2085h,17.37634
2085i,1.566714
2085j,2.145365
2085k,2.287683
2085l,8.476565
2086a,93.19456
2086b,91.58308
2086c,34.84042
2086d,5.502354
2086e,7.416177
2086f,12.07352
2086h,27.79642
2086i,10.3288
2086j,88.0036
2086k,6.290065
2088a,96.49331
2088b,75.14417
2088c,11.6108
2088d,6.505552
2088e,8.453317
2088f,7.090651
2088g,13.28114
2088h,7.31937
2088i,13.30385
2088j,6.121088
2088k,2.971421
2088l,2.674157
2088m,2.20171
2088n,4.218774
2088o,5.021408
2088p,3.928303
2088q,7.383311
2088r,7.090395
2089a,5.434241
2089aa,7.973451
2089b,17.13056
2089bb,59.60859
2089c,16.821
2089cc,56.9181
2089d,9.251575
2089dd,4.941361
2089e,30.00162
2089ee,26.75425
2089f,3.959358
2089ff,4.69357
2089g,61.17894
2089gg,7.388159
2089h,41.99658
2089hh,14.77779
2089i,77.85881
2089j,4.932764
2089k,8.297298
2089l,1.569677
2089m,47.41438
2089n,60.79496
2089o,61.10996
2089p,63.68194
2089q,41.22501
2089r,53.87666
2089s,68.34205
2089t,63.2643
2089u,60.88552
2089v,2.978794
2089w,18.59774
2089x,72.25372
2089y,87.14328
2089z,52.59754
209,47.39692
2090,65.7725
2091,20.33182
2092,28.95167
2093,38.85939
2094,17.6161
2096,49.86697
2097,12.60509
2098,9.405972
2099,67.41493
210,16.90561
2100,66.80519
2102,70.03292
2103,49.0668
2104,12.88764
2105,10.26602
2106,16.34426
2107,13.11097
2108,19.37852
2109,19.39202
211,40.64539
2110,10.10734
2111,5.188944
2112,49.36415
2113,8.075095
2114,15.24828
2115,7.576784
2116,17.64352
2117,46.75572
2118,11.78474
2119,37.74447
2121,42.33742
2122,9.960218
2123,30.15751
2124,48.2208
2125,41.47792
2126,48.26887
2127,12.92467
2128,45.64334
2129,2.008761
213,7.492064
2130,41.95573
2131,39.35146
2132,57.96551
2134,48.73112
2135,48.42442
2136,49.86629
2137,51.45743
2138,49.70329
2140,50.77822
2141a,92.87283
2141aa,2.206928
2141b,8.185845
2141bb,8.768353
2141c,8.011468
2141cc,5.250506
2141d,6.622433
2141dd,2.039518
2141e,14.23794
2141ee,2.015974
2141f,2.551673
2141ff,9.123023
2141g,7.402598
2141gg,3.65841
2141h,4.521572
2141hh,2.694617
2141i,12.17249
2141ii,2.984342
2141j,91.35349
2141jj,3.024074
2141k,4.617875
2141l,5.435711
2141m,5.795114
2141n,15.5588
2141o,2.942914
2141p,3.300941
2141q,3.040888
2141r,14.05081
2141s,3.704652
2141t,18.09437
2141u,90.66623
2141v,6.893212
2141w,4.969192
2141x,5.096357
2141y,6.631756
2141z,16.66423
2142a,2.54996
2142aa,63.38721
2142b,3.870602
2142bb,59.81255
2142c,4.562477
2142cc,67.54403
2142d,64.43651
2142dd,73.84301
2142e,3.272866
2142ee,86.82523
2142f,11.9115
2142ff,61.58371
2142g,4.503406
2142gg,75.35977
2142h,75.03163
2142hh,52.89907
2142i,7.982967
2142ii,23.492
2142j,14.737
2142jj,61.05938
2142k,9.447357
2142kk,40.49841
2142l,71.04446
2142ll,4.103623
2142mm,34.92726
2142nn,55.47423
2142o,95.41932
2142oo,15.6982
2142p,3.770213
2142pp,24.93898
2142q,23.03112
2142r,8.532123
2142s,3.829465
2142t,5.220621
2142u,9.930188
2142v,3.225922
2142w,4.796449
2142x,4.327878
2142y,66.23869
2142z,54.58719
2145,41.75114
2146,42.33717
2147,36.49208
2148,31.26912
2149,12.77477
215,10.9179
2155,7.9379605
2156,38.82994
2157,21.44705
2158,29.2482
2159,40.18578
216,29.58698
2160,46.36143
2161,19.37228
2162,14.863555
2163,10.53184
2165,97.79274
2166,65.23321
2167,10.84935
2168,45.50344
2170,37.86086
2171,53.23533
2172,66.43275
2173,43.35873
2174,85.55572
2175,46.50955
2176,53.40969
2177,34.98516
2178,34.89832
2179,45.63699
2180,63.0173
2181,7.993609
2182,6.139289
2183,32.5943
2184,37.24508
2185,98.30916
2186,36.49789
2187,14.92358
2188,53.799495
2189,47.9295
219,54.68292
2190,27.45121
2191,41.80106
2192,49.5959
2193,49.7152
2194,64.18406
2195,31.66618
2196,3.688741
2197,38.64237
2198,59.75225
2199,61.81436
220,54.63677
2200,22.07112
2201,21.710729999999998
2202,12.86493
2203,92.342
2204,18.36195
2205,57.37966
2206,25.96427
2207,57.19125
2208,17.51343
2209,6.49713
221,32.3593
2210a,89.35069
2210b,28.14042
2210c,89.89422
2210d,2.098474
2210e,12.42959
2210f,24.63962
2210g,91.43837
2210h,88.87044
2210i,6.603392
2210j,1.159152
2210k,6.725261
2211a,63.17026
2211b,87.72051
2211c,10.85525
2211d,7.8248
2211e,92.86182
2211f,13.34585
2211g,89.89382
2211h,89.09657
2211i,17.98773
2211j,96.7252
2211k,96.19003
2211l,93.96129
2211m,88.69607
2211n,99.21525
2211o,97.27564
2211p,95.08791
2211q,109.2984
2212a,95.55128
2212b,18.13187
2212c,61.40437
2212d,64.30599
2212e,10.46928
2212f,97.87332
2212g,14.46643
2214,42.12618
2215,56.3496
2216,7.264707
2217,91.6986
2218,13.85535
2219,4.754717
222,8.915672
2220,63.64214
2221,51.90158
2222,14.7399
2223,44.22136
2224,48.072445
2226,29.95038
2227,97.5415
2228,7.05473
2229,41.98888
223,6.423763
2230,22.4907
2231,77.16856
2232,9.841212
2233,8.323247
2234,63.82578
2235,19.3145
2236,8.417068
2237,49.65135
2239,7.063393
224,58.73648
2240,63.43893
2241,19.23479
2242,92.74621
2243,93.60333
2244,11.73457
2245,58.63462
2246,54.80867
2247,19.17453
2248,19.60126
225,5.442207
2250,58.8479
2251,25.26117
2252,12.34762
2253,22.21613
2254,49.38561
2255,51.4556
2256,91.93804
2257,6.027742
2258,46.08651
2259,4.255471
226,7.330794
2260,66.60953
2262,41.27718
2263,8.974693
2265,5.767865
2266,13.61302
2267,40.65613
2268,41.45452
2269,16.00698
227,9.28993
2270,24.72247
2271,14.05934
2272,52.03616
2273,43.55861
2274,55.16305
2275,16.28697
2276,48.7057
2277,48.97808
2278,18.04651
2279,49.37279
228,13.28202
2280,41.8901
2281,40.60382
2282,37.6265
2283,46.09213
2284,33.10055
2285,30.7987
2286,38.67871
2287,21.54685
2288,24.09325
2289,55.94237
229,18.34358
2290,22.46813
2291,35.99902
2292,37.23513
2293,41.271025
2294,38.11626
2295,54.64534
2296,39.88319
2297,41.94097
2298,41.49944
2299,11.75583
230,8.137457
2300,14.24198
2301,8.862842
2302,10.17812
2303,53.02706
2304,44.01899
2305,61.87844
2306,13.59405
2307,41.76786
2308,42.57859
2309,45.10938
2310,50.46311
2313,20.40439
2314,14.21165
2315,10.09916
2316,49.9872
2317,10.12595
2319a,22.07747
2319aa,37.14621
2319b,9.764238
2319bb,6.358563
2319c,6.774642
2319cc,6.062119
2319d,104.397
2319dd,6.406754
2319e,15.48803
2319ee,6.508042
2319f,78.27903
2319g,13.86284
2319h,73.82577
2319i,71.83868
2319j,5.647775
2319k,7.3273410000000005
2319m,10.22608
2319n,2.00728
2319o,2.49279
2319p,2.164611
2319q,1.44691
2319r,1.988643
2319s,6.042171
2319t,5.912205
2319u,1.601784
2319v,23.2805
2319w,17.69866
2319x,6.060101
2319y,5.860172
2319z,6.50731
2321,12.83657
2322,54.62446
2323,2.439202
2324,58.38545
2325,6.348845
2326,14.9129
2327,57.8648
2328,61.66188
2329,7.342432
233,8.909486
2330,57.5685
2331,50.92893
2332,13.07184
2333,8.787619
2334,12.29922
2335,47.13417
2336,8.970129
2337,3.140066
2338,31.575
2339,12.07206
234,7.878208
2340,10.25039
2341,13.5393
2342,13.39262
2343,7.091824
2344,55.51891
2345,6.261503
2346,56.61297
2347,54.22527
2348,14.67797
2349,14.61765
235,12.32537
2350,15.7095
2351,15.78711
2352,65.53588
2353,51.35141
2354,11.32254
2355,42.79563
2356,8.553015
2357,14.06122
2358,49.31476
2359,44.80117
236,17.08609
2360,9.75133
2361,7.489682
2362,46.34928
2363,37.38551
2364,38.27998
2365,23.59177
2366,47.22684
2367,6.621255
2368,56.82043
2369,63.57539
2370,39.7429
2372a,92.81021
2372aa,1.328019
2372b,37.19789
2372bb,0.5448536
2372c,13.94623
2372cc,21.79682
2372d,15.08396
2372dd,4.150431
2372e,11.88178
2372ee,96.3692
2372f,8.683813
2372ff,9.607571
2372g,13.47264
2372gg,4.748654
2372h,90.33725
2372hh,10.16158
2372i,9.269516
2372ii,15.92051
2372j,89.29983
2372jj,13.53013
2372k,17.15244
2372kk,12.77047
2372l,93.43758
2372ll,95.33479
2372m,8.380702
2372mm,8.38002
2372n,11.22483
2372nn,6.760044
2372o,16.57141
2372oo,5.645617
2372p,7.322628
2372pp,5.925237
2372q,8.652378
2372r,16.06202
2372s,2.263694
2372t,11.00936
2372u,2.753122
2372v,19.73707
2372w,8.496687
2372x,9.11272
2372y,6.526343
2372z,6.733332
2373,58.49559
2374,9.830431
2375,5.423352
2376,53.71182
2377,58.76474
2378,57.18854
2379,61.28772
238,8.064465
2380,60.99196
2381,6.696295
2382,12.29732
2383,48.3391
2384,62.86543
2385,67.95568
2386,67.92951
2387,14.24286
2388,45.55872
2389,13.31823
239,7.817484
2390,3.372065
2391,3.567117
2392a,97.48714
2392b,22.38153
2392c,4.867309
2392d,11.19462
2392e,11.55283
2392f,7.44061
2392g,19.91087
2393,60.46146
2394,5.092331
2397,2.830094
2398,49.98242
24,3.115786
240,8.795415
2400,93.00407
2401,94.54911
2402,24.18159
2403,86.17751
2404,21.66014
2405,59.00444
2406,96.60139
2407,51.7598
2408,51.5795
2409,51.31009
241,43.53888
2410,56.35086
2411,63.17681
2413,54.52757
2414,9.141457
2415,12.03333
2416,6.385907
2417,11.25767
2418,40.38237
2419,26.21519
242,46.83483
2420,60.2202
2421,83.89568
2423,14.28208
2424,46.82381
2425,59.27503
2426,54.58343
2427,20.32779
2428,18.71329
2429,16.42786
243,44.39793
2430,15.68964
2431,17.73117
2432,6.648071
2433,96.74148
2434,96.01737
2435,8.237636
2436,9.498179
2437,9.612411
2438,16.0457
2439,19.13076
244,7.092756
2440,28.47881
2441,97.56071
2442,97.05325
2443,5.095484
2444,3.63895
2445,3.367793
2446,8.612946
2447,27.62554
2448,2.220044
2449,6.916287
245,57.04473
2450,5.697239
2451,6.26101
2453,15.17816
2454,15.11115
2455,8.241135
2456,14.13902
2457,9.125059499999999
2458,13.06433
2459,12.41973
2461,39.89366
2462,37.60746
2464,45.38453
2465a,85.76887
2465b,87.73376
2465c,31.07487
2465d,4.979146
2465e,4.429809
2466a,9.661043
2466b,33.18128
2466c,91.18783
2466d,88.55906
2466e,7.744263
2466f,44.93546
2466g,9.198794
2466h,9.797197
2466i,50.46482
2466j,8.355804
2469,43.13126
2470,45.40649
2471,42.62664
2472,25.41654
2473,10.08743
2474,8.705008
2475,3.276078
2476,62.06028
2477,58.04623
2478,11.86312
2479,8.810175
2480,37.50797
2481,7.356713
2482,11.27082
2483,50.11518
2484,4.474909
2485,4.041983
2486,45.84192
