cat,mloc,LAB_L,LAB_A,LAB_B,hue,saturation,lightness
17a,dmax,10.84,0.53,0.59,16.465140189020815,0.0323429059022576,0.1149547897623777
17a,dmin,95.01,1.03,1.25,17.640391220182437,0.2000597375540427,0.9452347712703592
17b,dmax,12.23,0.51,0.65,18.34341146253945,0.0313392317605337,0.125849283539597
17b,dmin,94.04,0.84,5.87,34.31819193775641,0.4620388942855603,0.9239157502188104
17c,dmax,6.42,0.8,2.2,29.012709425900823,0.1553416182899079,0.0776982907440309
17c,dmin,92.86,2.48,12.1,32.83048431006978,0.762299585489347,0.9031367161929014
17d,dmax,10.11,0.54,2.33,31.76304542421252,0.0954403523782286,0.1065949174696879
17d,dmin,92.45,2.34,12.76,33.604236959476566,0.7405417740694928,0.8964894125389344
17e,dmax,22.78,0.11,1.02,35.27530866086096,0.0219041796104081,0.2119386518515435
17e,dmin,94.07,0.63,6.01,35.691355954671224,0.4566381153828322,0.9231209064324156
17f,dmax,27.71,0.2,0.18,13.526868513680938,0.0055457215080998,0.2568194290313259
17f,dmin,94.26,0.88,5.81,34.023145248297624,0.4773365829036295,0.9266684633901972
17g,dmax,11.17,0.48,1.18,26.408386985634703,0.0500477259309138,0.1165456696220954
17g,dmin,94.27,0.99,4.91,32.273696249115005,0.4318437843948423,0.9291410013150678
17h,dmax,12.21,0.41,0.7,22.14076170993343,0.0308185059060789,0.1253321209608095
17h,dmin,94.14,1.18,5.01,31.215941717749672,0.4437583407929861,0.9282227019180426
17i,dmax,8.74,0.8,2.06,27.308977617056826,0.1006476681158416,0.097037515290848
17i,dmin,94.36,0.75,3.42,31.576172234237333,0.319998996172452,0.9323348951154552
17j,dmax,21.34,0.4,0.75,23.23311363136844,0.0215765146086516,0.2008718680957778
17j,dmin,94.36,0.81,5.32,33.949003834699454,0.4496240406482522,0.9285625367599536
17k,dmax,22.69,0.29,-0.36,269.97506497325776,0.0059722263370523,0.2132274829759193
17k,dmin,93.51,0.58,7.37,36.797865643012585,0.4880094206683257,0.9137106960474344
17l,dmax,6.77,1.03,0.44,2.7325351107538154,0.0563789160607686,0.0846812471765065
17l,dmin,93.74,1.19,5.69,32.107349868509175,0.4569711363683733,0.9223230924443676
17m,dmax,5.68,0.28,0.94,29.78497753330913,0.0736379090843622,0.0718772890514705
17m,dmin,93.49,0.65,7.45,36.48459419739754,0.4952610107772985,0.9135872362395994
17n,dmax,24.17,0.19,2.8,37.23669535030115,0.0558194283177755,0.2213039106190275
17n,dmin,94.11,-0.31,7.77,41.7032154501228,0.4874645601983489,0.9160447532763892
17o,dmax,25.95,0.25,-0.73,238.0169528946556,0.0098136501379166,0.2427880534264808
17o,dmin,94.28,-0.32,8.69,41.66127676059341,0.5444739906739654,0.915891821250178
17p,dmax,24.71,0.15,2.57,37.53090520441492,0.0500482044226699,0.2262788775616102
17p,dmin,93.96,-0.03,9.34,40.271622428120224,0.5715878774918988,0.9120128271013744
17q,dmax,22.87,0.23,0.34,20.26451464032732,0.0100267080051375,0.2141585616972817
17q,dmin,92.61,1.06,13.4,37.38103708039,0.6967545767097406,0.8919057601172863
3192a,dmax,13.72,1.11,6.25,34.69361758939101,0.2034994995410272,0.1300216012702936
3192a,dmin,90.49,-0.15,2.37,42.18192523180511,0.1098929821424639,0.8876722486352646
3192b,dmax,25.99,0.27,2.33,35.30110181975601,0.0452007897188175,0.2382795531346127
3192b,dmin,91.66,-0.22,2.17,43.948425120596085,0.1111402956888643,0.9008202192520434
3192c,dmax,30.9,0.47,1.11,25.8243487455768,0.0224625402233453,0.2848434212361009
3192c,dmin,90.93,-0.22,3.03,42.68916695659084,0.1435281660285782,0.8909415813486002
3192d,dmax,28.25,0.59,0.83,19.643951548037933,0.0208573875919473,0.261836785724984
3192d,dmin,88.19,1.41,18.7,38.10634956549825,0.6078896781194043,0.8315306241438484
3192e,dmax,16.93,1.4,2.1,20.764105998177115,0.0748683370000788,0.1644217996884873
3192e,dmin,91.09,-0.5,5.67,43.72516668668135,0.2524787435360131,0.886120217465018
3192f,dmax,28.81,0.69,1.18,22.171317051801395,0.0273857998040182,0.2665890017413583
3192f,dmin,89.93,-0.52,14.62,42.2753224484768,0.5131171298792286,0.8532745086879363
3192g,dmax,26.04,3.79,5.65,21.114374068453458,0.1412261829716815,0.2431471735197769
3192g,dmin,88.64,1.43,19.79,38.32726700384762,0.650414074683981,0.8338795810598233
3192h,dmax,23.76,0.75,2.18,28.15917811127798,0.0517150243456371,0.220493067444418
3192h,dmin,89.04,1.68,17.85,37.294209929954775,0.6368271972061246,0.8439934644882845
3192i,dmax,31.43,-0.0,1.66,39.56561629228844,0.0256291584237289,0.2872049089249279
3192i,dmin,88.7,-0.04,19.84,41.36756965973791,0.6029870195016962,0.828974556784345
3192j,dmax,22.93,0.18,4.64,38.91453622454469,0.0948703562898757,0.2073192454536521
3192j,dmin,89.06,1.49,18.45,37.8602636147167,0.643779654944605,0.8420432943018112
291a,dmax,12.17,0.46,0.95,24.44658290443948,0.0397226357483748,0.1247813166415365
291a,dmin,87.04,-1.26,6.08,50.062315921422,0.1707679829216286,0.8374778315275413
291b,dmax,12.22,0.42,1.5,29.953474745660916,0.0559226979704571,0.1242321507517427
291b,dmin,88.69,-0.34,8.79,41.80321813465088,0.3111829732928563,0.8534501731470945
291c,dmax,10.93,0.64,2.92,32.346545953106215,0.1128871959388794,0.1123530734357396
291c,dmin,92.03,0.08,3.13,38.44467527717171,0.181539719770222,0.904189319318194
291d,dmax,26.78,0.15,5.87,39.64691662940851,0.1053889813468154,0.238565848904024
291d,dmin,92.67,-0.07,6.36,40.30337760744612,0.3559905749158664,0.9039498602397504
291e,dmax,23.47,0.32,2.66,35.26918397932866,0.056052805087789,0.2158582221486523
291e,dmin,90.95,-0.14,3.52,41.25465461937768,0.1698461839933261,0.8904777210326458
291f,dmax,16.02,0.59,1.81,28.672408956810383,0.0572271937926358,0.1550470340952524
291f,dmin,91.59,-0.25,5.51,41.72224429386608,0.2699966859675344,0.8930098391702523
291g,dmax,22.29,0.23,2.04,35.390202907751586,0.0445782881242825,0.2064307815782411
291g,dmin,92.19,-0.33,6.84,41.99235899413486,0.3452579680765614,0.8965412521954889
291h,dmax,15.47,0.54,2.99,33.47184281539751,0.0892007618048669,0.1484604630361297
291h,dmin,90.1,-0.18,14.53,41.24337428179047,0.5309038530895105,0.8566597228798395
291i,dmax,14.11,0.28,6.85,39.97222685836505,0.205054159385766,0.129840839389657
291i,dmin,88.41,0.26,15.95,40.19727175223545,0.5165610146352342,0.8363107024011305
291j,dmax,15.01,0.49,2.59,33.072294175594834,0.0793746088099948,0.1452182667178812
291j,dmin,87.9,-0.27,12.23,41.45153619452213,0.3907876057780944,0.8373324666282274
291k,dmax,18.75,-0.22,2.87,43.52956045618663,0.0633295067034025,0.1736459783769653
291k,dmin,87.74,-0.28,18.2,41.7951041090642,0.5255273944042088,0.8215175899584933
291l,dmax,10.53,0.12,1.25,35.933523560398726,0.0461793913265012,0.1103968388030951
291l,dmin,91.62,-0.45,9.09,42.29577080603991,0.409063346155171,0.8848306243567696
291m,dmax,22.23,0.04,0.62,36.76908819863058,0.0132182707077172,0.2076088957394061
291m,dmin,92.57,-1.33,9.41,46.78693193857134,0.4192275531852388,0.8912462221348063
291n,dmax,17.39,0.85,4.46,33.520731277035,0.1227206120795242,0.1626483184111306
291n,dmin,89.35,-0.01,17.66,41.06982414180459,0.5835922825984042,0.8415748230146188
1942a,dmax,32.25,-0.01,-0.21,217.2240523503857,0.0032196646267475,0.2977115272404381
1942a,dmin,93.16,0.56,-0.06,340.834289613035,0.0371498475647901,0.9243022871528396
1942b,dmax,34.85,0.52,0.29,6.472117008601117,0.0093320486841398,0.322563864780488
1942b,dmin,93.9,2.43,0.21,349.27026338371473,0.2103467298396893,0.9381717435604464
1942c,dmax,18.12,0.73,7.66,37.79971995986216,0.1959260599874543,0.1624426953189525
1942c,dmin,92.82,2.07,12.39,34.11606969153638,0.7416954925555737,0.900454102807198
1942d,dmax,30.4,0.37,8.48,39.39517629426359,0.1393738399683699,0.2664368962781167
1942d,dmin,92.51,1.59,12.74,35.62873285055025,0.698795740639828,0.8943505031139563
1942e,dmax,22.87,0.28,0.43,20.750214109611026,0.0124986916788805,0.2141738413933395
1942e,dmin,90.37,1.29,1.63,18.19589912559508,0.1305004887882133,0.8935835550871483
1942f,dmax,32.67,0.41,-0.39,283.79860934076805,0.0051612257543042,0.3020983854957325
1942f,dmin,88.3,0.85,7.92,35.82826295585011,0.31478138220572,0.8556467190408357
1942g,dmax,42.38,0.26,1.97,34.49778750689319,0.0258190036476539,0.3896778868528451
1942g,dmin,94.4,1.41,2.66,23.332706197437005,0.3187785219018562,0.9370033659144498
1942h,dmax,24.14,0.75,5.29,35.171424920596564,0.1102767214636125,0.2183042449287132
1942h,dmin,90.58,3.47,13.37,31.248779567739348,0.6868719718023607,0.8784863133301829
1942i,dmax,24.98,0.5,2.9,33.500049462587185,0.0599913716161308,0.2291483212557203
1942i,dmin,90.16,1.16,12.73,36.89028563379691,0.5379516051949478,0.8666036754235911
1942j,dmax,23.07,0.58,3.17,33.253793262044155,0.0701826056090187,0.2123073283871329
1942j,dmin,94.87,1.54,0.97,8.185775869618283,0.2123342014811775,0.9462854314730128
1942k,dmax,22.15,0.34,3.6,36.49754162844522,0.0781106420998822,0.2029171205856558
1942k,dmin,93.32,0.04,6.05,39.524022068722616,0.376427948878602,0.9123077218616064
1942l,dmax,14.39,0.59,5.51,36.92466348070138,0.1670254431264375,0.1354150122778346
1942l,dmin,93.49,1.89,4.4,25.81076965389764,0.4166891009881036,0.9250406771558044
1942m,dmax,43.76,0.57,7.31,37.41300780327367,0.0898124599775347,0.3938105285676913
1942m,dmin,92.48,1.22,6.28,32.64744929344221,0.4157958554393668,0.9070777179926716
1942n,dmax,32.61,-0.03,1.54,40.353475114164496,0.0227595887160481,0.2980549662329708
1942n,dmin,90.82,-0.46,11.09,42.15519727813359,0.4468128010078825,0.8714546622791055
1942o,dmax,53.67,-0.19,5.04,41.62579389553832,0.0481019287103254,0.4927588978123642
1942o,dmin,93.66,-0.19,6.56,41.09532874941448,0.4061536797423651,0.9141045190013112
1942p,dmax,20.96,0.51,0.67,18.73134488897477,0.0217847275262158,0.198082134328592
1942p,dmin,91.75,2.3,14.38,34.55534064436222,0.734509576897216,0.8847231395971848
1942q,dmax,22.43,0.33,5.86,38.57130226535003,0.1235053335863495,0.2012327844221875
1942q,dmin,91.56,2.24,13.39,34.21459600750319,0.6882706315113928,0.8847153332871768
1942r,dmax,29.13,0.06,8.98,41.09713807736955,0.1500158298898799,0.2531093995069596
1942r,dmin,92.25,0.87,12.12,37.54059578190965,0.618298678673834,0.8901307826520577
2079a,dmax,12.08,1.06,1.49,19.83571821127157,0.0689121397177679,0.1249059039543957
2079a,dmin,95.58,1.45,-1.03,300.7456680741211,0.1179064303862024,0.952398670000136
2079b,dmax,30.53,0.27,1.33,32.06774779069747,0.0239738091546497,0.2804797945652327
2079b,dmin,95.15,1.04,2.2,24.607548813172684,0.2937563957466705,0.9449029016187176
2079c,dmax,14.2,0.82,1.97,26.3567726179337,0.0709329650211584,0.1405564493874149
2079c,dmin,94.22,0.73,2.47,29.21228909853841,0.2437749580945439,0.9326534089556444
2079d,dmax,14.54,0.35,2.78,35.31709672768716,0.0840478212749562,0.1406844264653196
2079d,dmin,94.38,1.16,3.07,27.0158669486932,0.3279222783942605,0.9349272123287438
2079e,dmax,12.77,0.97,3.61,30.970816233769483,0.1288623688292818,0.1267185674247046
2079e,dmin,95.65,1.7,-0.09,342.95538117110266,0.1951928321728551,0.9553915526053408
2079f,dmax,13.28,1.07,2.72,27.17976201242857,0.1008319172565967,0.1325836292887407
2079f,dmin,94.43,1.29,2.3,22.640222895697832,0.2831648802558331,0.9376064291195828
2079g,dmax,8.61,0.1,1.55,37.30396692913735,0.0639237625046734,0.0949556810797237
2079g,dmin,93.16,1.15,4.44,30.454810171700785,0.3503315131790324,0.9183370448060983
2079h,dmax,25.04,0.42,1.11,26.99550053639979,0.0259372172554339,0.232424317407788
2079h,dmin,94.88,0.08,4.88,38.990564737782506,0.3994324113613727,0.932426157622966
2079i,dmax,25.39,0.37,0.46,17.969802145189078,0.0132136443322908,0.2363848818707396
2079i,dmin,94.18,-1.33,12.0,45.49659431139395,0.6154050196476565,0.90341061500831
2079j,dmax,25.2,0.37,0.95,26.67495945483733,0.0222528052845925,0.2339306617207897
2079j,dmin,93.11,-0.37,7.85,42.04377226118032,0.4293703395207208,0.9044586528446886
2640a,dmax,11.3,0.54,4.79,36.65661457464819,0.172000665510355,0.1118368201761668
2640a,dmin,91.9,1.89,9.73,32.97290696314434,0.5670944439240402,0.8955889503747243
2640b,dmax,12.23,1.08,0.69,8.302217129792552,0.0442807496604131,0.1273912263858659
2640b,dmin,94.22,1.86,-1.73,284.7012876212848,0.1411402087901488,0.9392907738088412
2640c,dmax,12.67,1.11,0.94,12.52215246212711,0.0513010508625568,0.1306233276619137
2640c,dmin,93.82,1.51,1.59,15.661131394898916,0.2187807578467662,0.9331001097636362
2640d,dmax,21.65,0.77,7.88,37.55622052449212,0.1756498957259637,0.1919508347615869
2640d,dmin,92.13,1.44,9.96,34.66982980084572,0.5646857865033019,0.8959026033459156
2640e,dmax,25.08,0.57,6.63,37.51497370963153,0.1301725163599457,0.2234536678926473
2640e,dmin,92.11,1.88,11.49,34.15754510733075,0.6441356382226231,0.8938858938987322
2640f,dmax,30.41,0.25,-0.95,232.5274050955429,0.0121050293395545,0.2830095202477501
2640f,dmin,92.94,1.11,2.43,25.003019242102084,0.2199577372125774,0.9199129423781442
2640g,dmax,32.42,0.61,-1.97,235.28926581148656,0.0227949350813863,0.3040946780536285
2640g,dmin,92.71,1.37,2.59,23.35552170896267,0.2375664145990678,0.9180451921134128
2640h,dmax,28.09,0.5,2.0,30.77217637227551,0.0395174585850113,0.2581694388902033
2640h,dmin,90.59,1.63,11.64,35.003833514688154,0.5464931044536756,0.8756735764547867
2640i,dmax,26.82,-0.04,3.64,40.60399167723915,0.0635312962155339,0.2423800559536277
2640i,dmin,91.91,0.78,12.46,37.93290495199432,0.6037640939768988,0.8852172311506812
2640j,dmax,18.8,0.9,6.94,36.275985441680405,0.175093290226946,0.169990915447277
2640j,dmin,92.49,1.94,1.16,7.39673972477334,0.1756697718233595,0.9207918029199572
2640k,dmax,47.16,0.48,2.68,32.98623930480528,0.0329392451811833,0.4353301767250467
2640k,dmin,93.88,1.26,2.32,23.0259547947673,0.2566242917101812,0.931271452369937
2640l,dmax,22.67,0.58,0.4,9.504732030429407,0.0161365188157912,0.2134206358489027
2640l,dmin,94.21,0.61,4.1,33.95232449169532,0.3474009590686409,0.9286698870463894
2640m,dmax,15.36,0.94,2.16,25.913689682238896,0.0741871398227133,0.1500551735855804
2640m,dmin,93.91,1.61,1.86,16.96861503486207,0.2497193841233486,0.9339557207228436
2640n,dmax,25.76,0.39,-1.84,229.0709569576164,0.0280015749286077,0.2432199549217157
2640n,dmin,94.06,0.28,6.11,37.93712514753878,0.4365180089811667,0.9214089337907267
2640o,dmax,27.15,0.51,3.02,33.61093632176636,0.0583390414744868,0.2480867747039765
2640o,dmin,91.76,1.96,13.05,34.769306677198244,0.6761816090360905,0.8866773915104351
2640p,dmax,52.98,-0.37,6.98,42.64737837432682,0.0667978752989459,0.4814179501909003
2640p,dmin,93.4,0.74,12.98,38.18522980263253,0.7245999895160988,0.9004719433838497
2640q,dmax,26.15,0.32,1.25,30.43774982139053,0.0263350791676446,0.2416444169211655
2640q,dmin,93.56,-1.3,12.01,45.37599312282322,0.575497510843376,0.8965860956153031
2640r,dmax,36.41,0.5,5.26,36.53811036948565,0.0763233257279274,0.3281135984486813
2640r,dmin,92.81,1.84,10.7,33.794769824411446,0.6644952714379785,0.9033518429081936
2640s,dmax,26.09,0.56,-0.36,306.30240522230724,0.0072276428994744,0.2428766077923617
2640s,dmin,93.31,1.61,10.47,34.38882496642111,0.680950232700331,0.9085774266252316
2640t,dmax,25.22,0.29,-2.64,223.36699077901423,0.0445123587199407,0.2392742563021266
2640t,dmin,93.19,0.28,10.98,39.25037048241188,0.6053429232974812,0.9009385162265432
298a,dmax,9.6,0.92,0.95,15.448987279004086,0.0571185453236187,0.1057612060521457
298a,dmin,92.84,0.04,-0.14,235.6693856362209,0.0070546509880055,0.9196641869323772
298b,dmax,16.02,0.62,1.5,26.272277339586765,0.0497525048092561,0.155626353949403
298b,dmin,92.66,-1.17,9.43,45.89979990424814,0.4321617539744806,0.8928334217912656
298c,dmax,20.44,0.21,4.79,38.84380399176405,0.1075105334915419,0.1858452053872384
298c,dmin,92.95,-1.36,8.28,47.8727903890296,0.3869145308243154,0.8978307064749815
298d,dmax,24.37,0.83,8.77,37.752199386933,0.177935983562808,0.2138185265099557
298d,dmin,92.5,-1.29,8.9,46.919071222172136,0.3975658225961214,0.891742970030671
298e,dmax,15.32,0.38,2.97,35.2836032967856,0.0866106411339228,0.1468143393654431
298e,dmin,92.6,-0.6,4.36,46.02016725078551,0.2263120949753152,0.9052849251351902
298f,dmax,27.21,0.62,10.1,39.21050726810745,0.1847298231938675,0.235408197301696
298f,dmin,94.51,-1.18,7.54,47.36072056789436,0.4417868751820267,0.9175707670916836
298g,dmax,30.14,0.03,3.15,39.5493993196132,0.0506549279525001,0.2730739060661885
298g,dmin,94.2,-1.02,8.1,45.833956468725376,0.4624334205031075,0.9135239096049754
298h,dmax,36.18,0.1,1.33,36.4700273366268,0.0192367570264084,0.3317529403429101
298h,dmin,93.2,-0.87,5.85,46.7668104311316,0.3084548099487831,0.907776698244715
298i,dmax,38.18,-0.52,3.64,46.62856703490411,0.0432003268604243,0.3442927175196799
298i,dmin,92.09,-0.87,7.34,45.39257664613308,0.3369646970714853,0.8922203055756059
298j,dmax,21.46,0.28,4.36,37.87978144314167,0.0952938466656208,0.1954964599749157
298j,dmin,91.24,-0.88,10.92,43.94026333975279,0.4399083952948012,0.8748683020594112
298k,dmax,20.76,0.03,5.61,40.65562741939368,0.1218903030420228,0.1865566120252262
298k,dmin,93.71,-0.99,6.91,46.598462750083456,0.3775937358712182,0.910736697108195
5534a,dmax,14.54,0.35,1.57,31.666738819912094,0.0503037691168516,0.1426209812103024
5534a,dmin,92.3,0.09,-0.45,229.16522726916648,0.0242359672180344,0.9144376078187896
5534b,dmax,17.84,0.48,1.64,29.53984841083883,0.0471506925543272,0.1700947641729009
5534b,dmin,92.11,-1.15,9.68,45.6662616116538,0.4187989223364685,0.8862391958739646
5534c,dmax,19.18,0.32,4.59,37.81603096749831,0.1097915018262951,0.1758791076439672
5534c,dmin,93.14,-1.21,7.66,47.46308553026773,0.3752813783567099,0.9018856525458484
5534d,dmax,22.34,0.21,7.44,40.142414152076014,0.1556054856271546,0.1971209393597447
5534d,dmin,91.94,-1.36,9.36,46.994658427206105,0.389943395200123,0.8842294530036341
5534e,dmax,20.78,0.19,3.4,37.94758487623153,0.0757102890497189,0.1911064660704892
5534e,dmin,92.65,-0.77,4.62,47.58262959733804,0.2325840745352781,0.9046214095975702
5534f,dmax,23.62,0.32,9.66,40.4589034361947,0.1954541783322148,0.2040457254966892
5534f,dmin,91.68,-1.26,8.42,47.11958730539988,0.348730066850965,0.8837860879325734
5534g,dmax,28.66,0.17,1.9,36.12476320493647,0.0335429444155267,0.2623860586347489
5534g,dmin,93.08,-1.24,8.51,46.910427804494645,0.4091665169790823,0.8992540069364885
5534h,dmax,39.2,-0.39,2.04,48.85902402871204,0.0227343185697481,0.3571532947210819
5534h,dmin,92.48,-0.89,5.71,47.13282852883481,0.2755911571236177,0.8999600649495756
5534i,dmax,34.33,-0.3,2.4,45.47099705183479,0.0314996844597139,0.3114679957608666
5534i,dmin,90.95,-0.84,8.23,44.68471534070625,0.3356565869672784,0.8777419466859124
5534j,dmax,23.91,0.57,4.79,35.864742134484175,0.0993273651053293,0.216687388974524
5534j,dmin,92.39,-0.81,11.04,43.599045597799375,0.4993208850262228,0.8876522423433693
5534k,dmax,17.77,-0.0,5.05,40.84934204606088,0.1230631122869851,0.1623586686693026
5534k,dmin,90.43,-1.25,9.13,46.54606277579802,0.3357133769969994,0.8684071949998577
2086a,dmax,14.79,1.27,0.24,353.42281081904423,0.0342333880861941,0.1487845517781634
2086a,dmin,95.33,-0.09,1.49,41.92961736867909,0.1406060223230039,0.9438113219461493
2086b,dmax,16.97,0.63,2.35,30.479639100881457,0.0689033398182943,0.1621397972918158
2086b,dmin,94.48,-0.26,3.53,42.78307856613969,0.2599052685855714,0.9294017977402094
2086c,dmax,13.31,0.45,6.4,38.70177732346849,0.2023401490637027,0.1246932800629702
2086c,dmin,92.41,0.33,11.32,39.14389757658631,0.5705028976657125,0.8916628247824838
2086d,dmax,22.81,0.37,4.6,37.27932952505876,0.0968057403176764,0.2069195183942074
2086d,dmin,94.23,-0.71,9.76,43.41512735402972,0.5643225892161434,0.9114308309440932
2086e,dmax,20.25,0.52,0.73,19.62315690577327,0.0238018121774856,0.1919656514268719
2086e,dmin,93.67,-0.62,4.9,45.511023514458486,0.2897235589779691,0.9160299164048596
2086f,dmax,18.55,0.18,2.46,37.04987417404516,0.0603161644690057,0.1738238189237482
2086f,dmin,94.49,-1.05,8.39,45.82389449884028,0.4935399005369818,0.9160166172222668
2086h,dmax,20.58,0.58,2.35,31.05426215560999,0.0590062030830624,0.1923338593760901
2086h,dmin,94.9,-0.38,2.76,45.82417332781085,0.2115708058280808,0.9352171578123412
2086i,dmax,30.53,0.16,2.01,36.5005051038633,0.0334916820180196,0.2789772489656893
2086i,dmin,94.67,-0.56,2.81,49.15730822986325,0.1945772687247362,0.9318054452092096
2086j,dmax,40.97,-0.26,3.78,42.96993907186345,0.0445867187091547,0.3712101208094088
2086j,dmin,92.9,-0.57,3.18,48.09145313059872,0.1709711980226796,0.9111920531776124
2086k,dmax,24.55,0.1,0.89,35.06557731517148,0.0180912769598873,0.2274899661602218
2086k,dmin,90.83,0.02,5.09,39.54780304873418,0.2433745476076159,0.8865096595197867
5509a,dmax,13.13,1.51,-0.38,331.9942684019501,0.0376904699350042,0.1350620880147496
5509a,dmin,95.19,-0.42,3.05,45.85970792764459,0.2431125246547665,0.9377159193870636
5509b,dmax,12.76,1.08,2.13,24.2380302272374,0.0859972137823748,0.1293905280552778
5509b,dmin,93.44,-0.36,7.01,42.14267962193077,0.4069285612774593,0.9100036357947112
5509c,dmax,14.23,0.6,7.41,38.55604585669528,0.2257161956431486,0.1305975402728807
5509c,dmin,94.38,-0.76,8.59,44.03594131118393,0.516016897614936,0.9154953610089944
5509d,dmax,19.35,0.14,3.19,38.39668277771489,0.0744428786681338,0.1792112134892995
5509d,dmin,94.5,-0.85,9.31,44.24783288346748,0.5534602691787994,0.9148973035363014
5509e,dmax,19.27,0.39,0.85,24.968344804184767,0.0253930487776359,0.1830821496526467
5509e,dmin,94.65,-0.33,5.16,42.51225992575104,0.3717365460120287,0.927615793929872
5509f,dmax,18.63,0.34,3.16,35.98010942965806,0.0788704223310143,0.1737954556130669
5509f,dmin,94.64,-1.12,8.29,46.3210253351524,0.4937109346954009,0.9176359664654522
5509h,dmax,16.42,0.91,1.51,21.940825440440108,0.0539220426802696,0.1597493862064193
5509h,dmin,94.89,-0.69,3.65,48.68507378790923,0.2551728925267273,0.9320191869028756
5509i,dmax,31.0,0.15,2.14,36.88598875949725,0.0349944640548888,0.2829744061901018
5509i,dmin,94.63,-1.47,5.64,53.18962842053736,0.3209174753594828,0.9218083020117416
5509j,dmax,37.56,0.03,3.28,39.48562720792228,0.0439189409262837,0.3409649255669297
5509j,dmin,92.7,-0.3,3.22,43.67663754173333,0.1825797143594995,0.9099607513003918
5509k,dmax,22.7,0.22,0.75,29.2482876253564,0.0181022831468128,0.2120156875868074
5509k,dmin,92.33,-0.24,4.44,41.99215309584963,0.2409058377171573,0.9035432225898832
3197a,dmax,26.26,0.08,3.95,39.38724930608839,0.0715839181735749,0.2372648130326272
3197a,dmin,90.02,-0.52,11.6,42.36961221907444,0.4304454657117531,0.8612087776606457
3197b,dmax,16.07,0.25,3.46,37.479146525509634,0.0943939128130874,0.1517755210531032
3197b,dmin,92.46,-1.44,12.1,45.93819204222501,0.5093622354662167,0.8835859200112959
3197c,dmax,35.63,-0.18,7.86,41.87081365777709,0.108441103481152,0.3136775445133924
3197c,dmin,92.04,-1.03,12.72,44.14299341934287,0.5292638418747148,0.8790972629251332
3197d,dmax,26.05,0.16,6.44,39.84741501554015,0.1183577837786383,0.2310969732359505
3197d,dmin,92.61,-0.35,11.37,41.68824622254783,0.547260254145431,0.8911450255671098
3197e,dmax,27.78,10.99,13.48,18.94125564049,0.3187383999178552,0.2614728085498932
3197e,dmin,93.38,-0.76,10.91,43.40056167366242,0.5528354975866796,0.8991705054104095
3197f,dmax,21.83,0.67,5.61,36.13762554023981,0.1250642383621054,0.1975354086724909
3197f,dmin,90.03,0.29,0.01,348.1424660078915,0.0137726295508221,0.8887350095263101
3197g,dmax,50.27,-0.46,8.56,42.999271811266,0.0859546635093438,0.4511001420752083
3197g,dmin,91.66,-0.71,10.56,43.26808294086834,0.4525780638816643,0.8809994055340671
3197h,dmax,43.72,6.07,16.01,28.96786544698477,0.2272091101985253,0.3914736606811664
3197h,dmin,92.89,-0.76,9.65,43.69948670221714,0.4739809660332915,0.8965189394893529
3197i,dmax,17.31,0.03,4.81,40.528894565606265,0.1198909809856915,0.1590522896285442
3197i,dmin,92.68,-1.24,10.21,45.85253169268532,0.4604630328124319,0.8910557714262164
3197j,dmax,29.7,0.13,7.63,40.318983884004126,0.1256697414182346,0.2611064798938837
3197j,dmin,93.22,-0.78,11.53,43.373756563477855,0.5658112314342134,0.8959094829573244
3197k,dmax,35.79,9.71,13.77,21.058766200383506,0.2590179073657909,0.3315717861590733
3197k,dmin,94.07,-1.03,10.75,44.62441517741093,0.5753339525972491,0.9061762330572912
3197l,dmax,27.07,-0.41,6.0,43.79169095198188,0.1007277206887184,0.2391829082984217
3197l,dmin,93.68,-0.89,8.91,44.629117543625625,0.478229480757771,0.9064551472948454
3197m,dmax,20.1,-0.4,8.86,43.88947888925748,0.195237559093871,0.1735503522552166
3197m,dmin,93.1,-1.2,10.13,45.688563060860304,0.4805746300917816,0.8960693537010518
3197n,dmax,20.42,0.13,6.0,40.10281099831917,0.1335259320808165,0.183244840073218
3197n,dmin,92.63,-0.47,4.92,43.98513524904973,0.2625616862490504,0.904968859356283
3197o,dmax,21.54,0.87,0.08,349.4980581261569,0.0174393635860281,0.2044480022482445
3197o,dmin,90.77,0.28,-0.21,299.4593189343967,0.0104067135195116,0.89659867146973
3197p,dmax,33.02,-0.08,3.03,41.00628909079416,0.0441142021566794,0.2990674809033415
3197p,dmin,93.91,-0.44,6.96,42.67651045161341,0.4248527068593672,0.9150487545469816
3197q,dmax,26.67,0.45,-0.38,290.45360560235457,0.0061375185506024,0.24798106300261
3197q,dmin,90.98,2.11,0.53,356.16264691870714,0.1250712444500368,0.9051130870075192
3197r,dmax,36.5,-0.09,3.76,41.01148392952069,0.050456641321255,0.3298183553009595
3197r,dmin,94.46,-1.15,9.39,45.79731642913544,0.5336854524913687,0.9130895381626962
3197s,dmax,11.4,1.17,1.27,16.205753236584826,0.0667329770337965,0.1201329454920003
3197s,dmin,92.42,-0.5,-0.61,197.37318767864747,0.0611934038356745,0.913685074351043
3197t,dmax,15.74,0.22,3.56,37.928863358552064,0.0980161039693833,0.148812993637625
3197t,dmin,91.58,0.14,0.11,12.225742885451837,0.0126518697286391,0.9054984834405214
3197u,dmax,27.21,-0.79,9.12,45.47511503716095,0.1528148758895941,0.2332445005356743
3197u,dmin,92.65,-0.73,10.31,43.39793207076394,0.4893138430208488,0.892494313273833
