cat,mloc,LAB_L,LAB_A,LAB_B,hue,saturation,lightness
5464mm,dmax,19.18,0.05,-1.87,219.67705206299425,0.0415768475656375,0.1852573648551173
5464mm,dmin,92.79,-0.84,8.42,44.57735780562086,0.4132142282616964,0.8977951625147211
5464nn,dmax,28.58,-1.16,-5.79,210.363328527521,0.1135930323228391,0.2682400927742516
5464nn,dmin,92.35,-1.89,8.44,51.28555024484058,0.3441704329590193,0.8887043078121009
5464oo,dmax,14.34,7.69,5.22,8.761598022553187,0.2524399848498917,0.1537284047206645
3202a,dmax,38.51,-1.0,2.21,66.78004197252571,0.0221966994642726,0.3491775860575691
3202a,dmin,91.46,-0.43,10.78,42.04402906514923,0.4644345523450828,0.8793720167319249
3202b,dmax,24.61,-0.22,6.41,42.43988269266754,0.1190449405003354,0.2174331594282575
3202b,dmin,93.5,-0.15,7.98,40.8026337591603,0.4700295295917133,0.909396876939928
3202c,dmax,30.35,0.09,2.65,38.42732961918063,0.0430539479244292,0.2760287747228316
3202c,dmin,93.11,-0.54,8.14,42.95331559376245,0.432840180517877,0.9031569433675936
3202d,dmax,20.75,0.01,4.29,40.39092868784133,0.0926771889945078,0.1887777104829521
3202d,dmin,91.83,-1.11,6.48,48.057179988658106,0.2805541086380521,0.8902158305487367
3202e,dmax,52.72,-0.76,3.43,50.78309591645666,0.0289297013658895,0.4843526595370923
3202e,dmin,91.7,-0.12,0.55,49.78655884231688,0.0272068690655762,0.9049145487669122
3202f,dmax,23.62,-0.09,6.07,41.527987877806254,0.1177882687806224,0.2098675480659752
3202f,dmin,92.58,-0.72,8.92,43.71666946285819,0.4308292428252193,0.8948318237371479
3202g,dmax,42.24,-0.19,4.53,41.87797974260104,0.0530721391021339,0.3821364724516913
3202g,dmin,93.47,-0.69,8.79,43.589729003404784,0.4727440083192684,0.9051616118407252
3202h,dmax,10.47,0.42,1.59,30.48935369504284,0.0649870560714238,0.1102413858910669
3202h,dmin,89.58,-0.62,3.34,48.47749576091405,0.1245665147942606,0.8737210394768689
3202i,dmax,21.53,-0.14,4.6,41.87400535533277,0.0946668469913635,0.1944315667244021
3202i,dmin,92.66,-0.59,9.13,42.98358918512611,0.4501436521769296,0.8957710737342175
3202j,dmax,20.91,-0.02,4.29,40.68237877287902,0.0917226785655554,0.1900495194653842
3202j,dmin,93.64,-0.48,8.59,42.51515107516644,0.48637415961216,0.9083260922771714
3202k,dmax,29.8,-0.09,-1.23,215.95699687336537,0.0208081689966987,0.2767984706572808
3202k,dmin,90.71,-0.9,9.88,44.33594858860016,0.3840942502893631,0.8712271810045081
3202l,dmax,23.51,0.12,0.27,25.22035587123344,0.0069565584349929,0.2194708200067302
3202l,dmin,91.67,-0.88,3.86,50.97473366789524,0.1674823570419867,0.8948328252132661
3202m,dmax,36.05,-0.3,9.99,42.6222699466407,0.136629223508247,0.3128670486169322
3202m,dmin,91.49,0.54,16.3,39.49197168122612,0.6805709289889442,0.8706153532515253
3202n,dmax,31.46,0.02,0.78,38.29313146395327,0.0122761935527824,0.2890089335416673
3202n,dmin,93.01,-0.26,9.32,41.34336470240049,0.4947460852996371,0.9005460606652578
3202o,dmax,27.31,-0.1,7.11,41.614689429090106,0.1230619203237217,0.2401414070967585
3202o,dmin,90.56,0.41,17.37,40.00406379259465,0.6500179055827873,0.8572365608498371
3202p,dmax,32.04,-0.05,4.17,40.66723210919741,0.0629250050946611,0.2881937002213248
3202p,dmin,91.49,-0.47,7.83,42.64114493242767,0.3543576471888265,0.8860614293457972
3202q,dmax,28.7,-0.03,-0.81,217.4595156490851,0.0137434706970582,0.2664639678826025
3202q,dmin,90.5,0.1,15.63,40.547741160587634,0.5897526171055477,0.8595632605099814
3202r,dmax,19.25,-0.27,4.82,43.18961592765413,0.1065852334811985,0.1743568730603684
3202r,dmin,92.64,-0.56,6.99,43.47777195422094,0.3580018929311309,0.9003261528200501
3202s,dmax,26.19,-0.32,5.46,43.2263325656603,0.0945969801046504,0.2327059502654311
3202s,dmin,90.36,0.13,16.81,40.61363259710305,0.6144588380956473,0.8553143131493801
3202t,dmax,16.69,-0.11,1.85,42.424279024157386,0.0449069396927873,0.1584768509587776
3202t,dmin,92.15,-0.83,6.96,45.385887337253,0.3246123468752119,0.8938626575945054
4822,,91.19,-0.76,2.15,59.09839142650253,0.0826374438758306,0.8934520242976547
4820,,91.46,-0.41,13.22,41.90475714825021,0.5453916485282873,0.8738974717452064
4829,,90.84,-0.43,13.7,41.97960284054909,0.5296851471017814,0.8658330599723534
1794,,94.01,-1.14,7.53,47.09243897907157,0.4152024778635625,0.9121591018221192
1729,,70.53,3.8,18.21,33.650114424382764,0.2934957187247509,0.650595442496688
909,,91.43,-0.25,2.45,44.01626499801648,0.1212365409625481,0.897569152120916
1850,,92.4,-0.06,0.15,60.64913216090045,0.007426838970673,0.9137721383888516
2330,,90.82,0.05,3.43,38.9278266278576,0.1712479540010663,0.889974005412616
2331,,90.98,-0.47,3.39,45.96424377183155,0.1508775404339471,0.8897612800775869
2344,,90.86,0.04,3.65,39.10040248661659,0.1815843752047221,0.8899252036595775
2346,,91.14,0.08,3.7,38.66840209518301,0.1910485305978172,0.8930962672722936
1851,,95.5,-0.84,8.35,44.58832633062622,0.5873120390562669,0.9282515590679205
2325,,95.78,-0.83,8.96,44.26385921647818,0.6502825287129218,0.9300919544097656
2345,,95.19,-0.82,9.56,44.00263606336489,0.6248574899572318,0.9221877156045916
2333,,92.16,-1.35,6.31,50.444117632939765,0.2717512847853484,0.8932951204138821
2321,,94.91,-0.87,9.08,44.438207381568304,0.5725260489207812,0.919915688617848
60,,56.24,6.67,22.42,31.695291994129548,0.2488629066461025,0.5015076425038056
1757,,92.26,0.25,-0.47,252.71207277173093,0.0230110134333361,0.9142621485362395
1759,,92.02,0.29,-1.14,232.17621938266203,0.0587494174189589,0.913468908928811
1760,,92.0,0.25,-0.38,261.45200693056745,0.0185363424102706,0.9110082367189511
4148,,93.39,-0.49,1.79,53.50677307361707,0.0990355372178802,0.9198200009922826
2379,,91.63,-2.42,7.96,56.36227045262035,0.2796721879572412,0.8796325225097853
2380,,91.57,-2.46,7.43,58.20242184241363,0.2555367637572967,0.8799378961424269
2561,,92.44,-0.18,1.44,45.01003049029805,0.0813023287551159,0.9111570177547496
2565,,91.76,-0.07,1.74,41.064751798270265,0.0959891467213882,0.9034071563277212
4188,,93.57,-0.95,12.4,43.88295957514276,0.6113743128037245,0.8971736812840185
1834,,94.04,-0.86,10.47,43.93642908168909,0.5722318595979601,0.9071347642009382
1853,,91.45,-0.11,0.14,85.66304099783602,0.0068842280941247,0.90326141646676
4215,,93.48,-1.08,5.47,49.38367160053508,0.287370795198956,0.9108675644865132
4221,,93.41,-1.09,6.72,47.58143022457074,0.3485905392515495,0.907394583806318
4256,,92.86,-1.17,7.65,47.19683168345881,0.3650874090632631,0.8989433393108833
250,,95.41,-0.8,8.96,44.10563178658828,0.6158188480497993,0.9260601646582618
4235,,93.6,-0.94,2.06,66.71889933022882,0.1088484643313051,0.9207663217860708
94,,92.67,-0.75,4.95,46.813090001897024,0.2510150174159217,0.9042350532754748
2336,,91.92,-0.86,7.7,45.09246971385505,0.3464594887958696,0.8895913266578552
2332,,92.66,-0.63,6.38,44.30408189210033,0.3268006775169029,0.9015785399854684
2334,,91.64,-0.32,5.69,42.23297613511903,0.276258307688086,0.8929085033208515
2341,,92.8,-0.54,4.79,44.81148627835512,0.2576026416583979,0.9068593613034132
2342,,92.74,-0.64,4.77,45.89024834388789,0.2495254687095304,0.9058321686774976
2324,,90.69,-0.18,2.59,42.493496090677695,0.1212905016492286,0.8893293067036251
2337,,95.21,-0.92,9.77,44.4288925266049,0.6291858989358932,0.9215509219843954
215,,94.48,-1.05,10.12,44.941591952642,0.5759369041159526,0.9120884247669429
2343,,93.5,0.2,17.77,40.510977808165535,0.8476796009926733,0.8881593454910848
2323,,95.7,-0.69,7.84,43.92317232938353,0.5901025854042555,0.9322055860032624
2326,,94.95,-0.8,8.87,44.143569503619005,0.5704179512225869,0.9211030980606896
3107,,92.01,-1.54,0.1,162.16260190969763,0.0827331017804266,0.9057860929000898
2026,,91.63,0.03,-1.13,220.21127490405192,0.0657628032283842,0.9080340438696972
2752,,92.03,0.28,-0.8,238.9018633504568,0.0373122109056456,0.912877608426645
5136,,94.03,0.58,-0.02,344.361233558206,0.0455461332960033,0.9341766596296884
1785,,93.16,1.4,1.46,15.52365581370691,0.1810386472201547,0.9255251475628348
1782,,91.71,2.25,18.41,36.26415972481766,0.8350867251420524,0.874352135088722
3103,,92.96,0.39,4.31,36.05449172202475,0.2884569164992436,0.9133585947381496
1791,,93.15,-0.02,5.69,39.91181640709374,0.3462904872604201,0.910937910390342
1838,,91.84,0.24,5.85,38.11286957481445,0.3163851961095038,0.8970089428239456
3016,,91.97,-0.68,4.07,47.54211232664255,0.1925134900780377,0.8985416803305443
2382,,93.57,-1.57,12.79,46.18899406406581,0.5897237943059649,0.893869387095378
2223,,95.19,-0.52,4.78,44.60350590622386,0.3643802434976641,0.9337131661315478
4194,,90.7,0.11,3.69,38.33821877579624,0.1832651886579477,0.8883415301691381
5157,,93.08,-1.12,6.55,48.04001881195365,0.3251682398416979,0.9039544970149664
972,,91.44,-0.41,7.04,42.47351190595282,0.3235127841390295,0.887447627137625
923,,78.61,3.02,30.56,38.63340974346744,0.540794813321275,0.7019853423575616
3216,,92.28,-0.88,9.03,44.53594234651388,0.4137257906766711,0.8906212156324158
4189,,94.34,-0.78,4.47,47.98190677991113,0.2810903708833214,0.9237872007756172
4839,,94.15,-0.69,4.35,47.11207571221848,0.2716126162586039,0.9222712170972616
4271,,91.49,0.56,3.78,33.952532660887925,0.2242688463037946,0.8987352185876215
3210,,93.16,-0.48,2.79,47.647584332856354,0.158415209176721,0.9152583202199388
3211,,92.99,-0.36,2.15,47.31467571660653,0.122605760063444,0.9151439314763214
3212,,92.32,0.42,-3.15,224.99602823076685,0.1994199111120747,0.9212086850770392
2750,,92.43,-0.98,4.87,49.53393361543999,0.2289300804205115,0.9008064595564008
1755,,90.53,-1.1,4.78,51.22581278852073,0.179575547096087,0.8793802607134624
252,,94.73,-0.89,11.1,43.90254476371092,0.6511193015254637,0.9133166315322986
2340,,92.94,-1.02,5.5,48.71572030491666,0.2734431917917819,0.9050147554426448
365,,94.84,-0.58,10.73,42.644877953062746,0.6675065038597987,0.91659592841617
390,,94.99,-0.72,9.94,43.41234432276218,0.6333862861910319,0.9194957902125828
2316,,93.43,-0.08,1.16,42.27733189498326,0.0794141663578421,0.923196088095664
5197,,95.49,-0.79,8.17,44.37896180104104,0.5804440936121071,0.92873160100518
2338,,93.21,-0.8,4.18,48.88843089238162,0.2232592191632588,0.911668703275602
251,,95.3,-0.61,8.9,43.11831567046602,0.6181794886085119,0.9257102569785778
2329,,93.57,-0.61,12.32,42.61643284233708,0.6288330222392267,0.8986774710591652
4224,,94.3,-0.91,4.48,49.58549012610325,0.2716279877768985,0.9227956451146406
369,,91.53,-0.12,0.61,48.60428708099505,0.0300087009113816,0.9028995590136096
2136,,92.51,0.5,-0.47,284.95233662162417,0.0275227435333193,0.9167748175128188
2137,,92.1,0.64,-0.14,334.8786795815108,0.0350711930867879,0.9125379556208716
3149,,95.71,0.73,1.7,25.61366375159781,0.2502857446284499,0.9509832544305996
4204,,95.84,1.05,-0.91,289.0151812739273,0.1027737498376691,0.9552476117369068
4205,,96.2,0.87,-1.28,262.08993344882657,0.1462325252401055,0.9609601195722938
4206,,96.26,0.92,-1.24,266.0268545646344,0.1459222917013634,0.9614234068484026
4207,,96.23,1.25,-2.04,257.5355548899247,0.2472546771883957,0.9638376701755628
4153,,89.42,1.73,3.22,23.22114413194248,0.2029067678863619,0.8814924349034098
4154,,89.39,1.5,3.84,26.76019550426338,0.2187503167791847,0.878964243104688
4156,,88.91,1.67,3.95,25.956848426981537,0.219731830773316,0.8740752954387815
4859,,91.53,1.43,6.71,32.08664494826837,0.4015088351981926,0.8963696878165298
4152,,88.9,1.1,5.33,32.18502729612362,0.2503081252656676,0.8688286485759892
4155,,88.58,1.14,5.06,31.562461172524024,0.235325833731535,0.866013601999878
308,,96.13,0.56,0.28,5.129351107287221,0.0904105419743913,0.9579034174155758
309,,96.04,0.73,-0.19,332.4964894260782,0.0805693454070322,0.956931790139274
310,,96.24,0.82,0.37,3.5805573817438585,0.1332250296250399,0.9600218626013424
311,,95.86,0.9,-0.37,323.2383872913648,0.0893134400830551,0.9550872913002514
335,,95.29,0.69,1.09,21.10583746242844,0.1663323335931178,0.9473356957899622
2220,,95.7,0.43,1.31,28.21038510329913,0.1807886956790881,0.9504507689842794
1037,,85.46,1.64,10.33,34.27863021535143,0.3392836620751817,0.822050111730563
254,,87.07,1.61,5.59,29.729937188728968,0.2396832021149911,0.8500282894505469
1959,,95.09,-0.47,6.44,43.06653792485747,0.4706273022420483,0.9292646201444522
1784,,95.06,0.7,3.01,31.12542829299332,0.3257852406654909,0.9408491192326848
1742,,95.41,0.72,2.59,29.726509257938915,0.314724434911226,0.945735612188179
5079,,93.01,0.22,-0.74,235.14099298043132,0.041336413963709,0.9234786538453718
3129,,94.51,0.04,6.24,39.54520074576431,0.4563132613792163,0.9252194782833324
2628,,94.61,1.65,2.53,20.78291482113229,0.3418960093554718,0.9405912736753532
3152,,94.21,0.22,6.75,38.52788199009666,0.4776913148255537,0.9214725893453763
3153,,93.37,0.24,6.83,38.43912869198039,0.4310085369915706,0.9119799491476815
3154,,93.2,0.59,5.65,35.675125180736416,0.3832119381455539,0.9139973447850844
3112,,95.73,-1.02,5.25,49.166191028735,0.3921408462273631,0.9367765140142916
185,,94.24,-0.73,4.26,47.78662829084851,0.2669585966551955,0.9233058402473746
5186,,31.18,16.64,37.74,31.79457579900873,0.8488788987487786,0.2314849919270287
2236,,93.29,-0.76,4.27,48.15431190782971,0.2328504480999554,0.9125363070882788
1388,,95.51,-1.0,4.95,49.57213974209708,0.3575087732617271,0.935017831058916
340,,95.13,-0.99,8.74,45.25891189367593,0.5638079314145762,0.9226537173108736
3126,,94.5,-1.08,3.08,59.02765610861559,0.1746173866999339,0.9272406689229196
4114,,93.92,-0.96,5.23,48.57268988664356,0.298100178034061,0.9167717455787532
3125,,94.56,-1.14,3.23,59.22079918971207,0.1829738756361483,0.9273629589977386
4895,,92.86,-0.42,1.76,51.31501054210105,0.0937497213138052,0.914236293105818
3124,,95.36,-0.94,4.09,51.09745476736964,0.2906926440297161,0.9353722714038925
888,,92.75,0.14,0.72,32.137873909742325,0.054968809417245,0.9173575583877284
2511,,93.2,-0.14,0.05,142.4640696173923,0.007964394627445,0.9229701437092924
3120,,93.08,-0.31,1.05,54.746369776033816,0.0563889361584914,0.9185663934408704
2782,,92.4,-0.55,2.42,50.73681696783109,0.1198608125580352,0.9072392728452808
3121,,93.31,-0.41,0.69,75.82422970711937,0.0389013833662245,0.922248913123447
4262,,94.08,-0.8,3.11,52.65593967634868,0.1825966349290083,0.9236070343868296
4263,,94.17,-0.75,2.94,52.49894793062293,0.1766675039558692,0.9251653910798489
2072,,95.58,-0.66,7.73,43.78666703085884,0.5745706943590841,0.931217575652688
2781,,94.49,-0.62,2.41,52.55757841080566,0.155730755119019,0.9303601043259092
4264,,93.89,-0.67,3.08,50.24706454903344,0.1833105204474066,0.9220660151695784
4265,,93.94,-0.7,2.92,51.549749559643374,0.1723484962970646,0.9228323182258318
4266,,93.74,-0.56,2.85,49.00725732330483,0.1710058691302175,0.9213017066398828
4267,,93.82,-0.67,3.23,49.68009195668958,0.1910724910874738,0.9209745886493136
4862,,94.14,-0.96,3.34,54.63178666800002,0.1897390709724868,0.9231605460962984
2517,,92.52,-0.78,6.45,45.41032406895653,0.317236823385576,0.8992732734895018
4257,,94.06,-0.68,2.79,51.77560787186764,0.1679054074305328,0.9245228555739836
5182,,94.2,-1.08,4.69,51.20382012991104,0.2699154852292992,0.9205542325952644
2208,,93.65,1.22,4.35,29.810642983321717,0.3754765137083817,0.9242911008891264
4136,,93.53,-0.55,4.99,44.706012908326215,0.2934603094308309,0.9145552854473536
379,,93.07,-1.09,6.35,48.05306422959666,0.3166360295605259,0.904388080105662
126,,93.4,-0.64,0.49,114.8645074494019,0.0342974308080809,0.9242923081777236
855,,93.48,-0.36,-0.65,202.41301584716845,0.0672189157668653,0.9261978109017208
2040,,94.31,-0.68,2.75,51.9867891606242,0.1716702387103542,0.9274057901979412
3066,,93.51,-1.55,5.84,53.52504469712108,0.2820321473543635,0.9085413992232486
3082,,94.2,-0.99,4.78,49.85144607563063,0.2810508191493127,0.92072804579998
2905,,93.56,0.15,6.61,38.91820623365612,0.424826786538532,0.9142238507767868
4865,,93.64,-2.09,1.5,119.62618960042812,0.1068972759044966,0.9246735838486289
4866,,95.39,1.32,-1.06,293.34919268696024,0.1106432317827281,0.9504554275889476
4867,,95.55,0.22,0.67,28.18772740252882,0.090797637211789,0.9492007094897644
4864,,93.86,-0.96,1.49,79.46285769972127,0.0891191623540288,0.9259163684532236
1540,,95.09,0.98,3.46,29.648300628977267,0.3887755736071062,0.9413693462865672
1544,,92.79,-0.36,0.29,111.15656112234386,0.0185467984327498,0.9179268897418498
1762,,88.19,2.15,6.44,28.50247540159694,0.3095409443021385,0.8626577624195906
992,,5.77,-0.48,6.65,46.47727417341844,0.6473954142295997,0.0537063901399311
993,,5.78,-1.0,6.84,49.40137376449263,0.6672313389573387,0.0516115529198151
2198,,93.18,-0.61,1.14,72.05987041319328,0.0606097423942751,0.9192706118341724
1962,,94.76,-0.9,9.34,44.493774933209295,0.5712154703448953,0.917543507652366
3119,,95.11,-0.97,8.24,45.4274307282281,0.5368878565613516,0.9236038199359924
3101,,93.09,-0.77,1.77,65.11715724490554,0.0875885426306873,0.9159971327716192
2242,,91.26,-0.84,5.76,46.6172197770016,0.2461642404626198,0.886472398946825
2243,,91.31,-0.77,5.59,46.17695727956442,0.2431013591780793,0.8876642840262469
2510,,92.24,-0.73,3.9,48.62303784963928,0.1875334062362933,0.90170227289388
5074,,92.79,-0.88,3.67,51.65692716910343,0.1802209631515036,0.907710291928929
5075,,93.68,-0.93,2.07,66.2112543765281,0.110341098671827,0.9216117000839574
5076,,92.91,-1.42,4.32,57.61177747338292,0.1911972528981734,0.90553682043742
5077,,92.73,-0.35,2.54,45.809089269149126,0.141872527582,0.9114862208480794
2509,,90.26,-0.34,8.63,41.803698507157776,0.3488968049305137,0.87117117884988
5078,,93.4,-0.85,1.77,68.3791534540936,0.0927808061834113,0.919554208187058
2184,,94.02,-0.86,3.81,50.82333535815536,0.2224741834156313,0.921252511599918
1963,,95.86,-0.82,3.72,50.49105252150201,0.2988447935375762,0.9422427170718608
3095,,95.66,-1.0,4.53,50.60995676703641,0.3357941930730966,0.9375821125595027
3136,,95.41,-1.18,5.25,50.93536290511372,0.3580367844075491,0.93253982598874
4268,,93.87,-0.84,2.96,54.3397069647076,0.1650064445907253,0.921400882523397
3118,,93.13,-0.76,3.85,49.18779875765898,0.2046428625761064,0.9116186888129296
982,,93.0,-0.32,1.04,55.57956541470389,0.0546105222549056,0.9176508970589284
5045,,92.75,-1.12,0.91,111.85534859968,0.0559432909845743,0.9159248940324548
263,,93.79,-0.88,0.79,106.020663373334,0.0551115038109311,0.9277648708674828
3013,,93.39,-1.08,2.15,70.01390258358016,0.1115279983901926,0.918223579781592
3014,,93.55,-0.96,1.91,69.99076352793159,0.1023998765424659,0.9208120700865068
3036,,95.74,-0.24,2.79,43.27608559924482,0.2633929028577539,0.9451613434652448
3037,,95.65,-0.21,3.03,42.52101607343212,0.2822378062584056,0.943775900288454
3038,,95.6,-0.69,3.82,48.23567754887574,0.3032040446502397,0.9396387675186492
896,,95.95,0.72,-0.54,297.9722037073125,0.0637412911893854,0.9554179912255192
890,,94.91,-0.87,2.24,61.740774911910606,0.1410025991925876,0.9346697022690232
4870b,,67.78,-0.72,-0.87,197.28235897619467,0.0201673351207958,0.6462524447071187
4870a,,62.38,-0.62,40.78,45.41182156819912,0.3822422223517562,0.4886266138438493
4870c,,60.07,10.75,15.88,21.3866298294829,0.2547608689675346,0.5700365086278086
2498,,4.6,1.5,5.25,34.63333951609394,0.6903531242730085,0.0514129190527571
1966,,93.86,0.46,5.42,36.37036831857131,0.3977752350813369,0.921358484612542
1967,,93.0,0.65,6.4,35.85474709185581,0.4147746127996359,0.9103885653460204
1968,,93.62,0.4,6.05,37.14455101226969,0.4149700523045319,0.917087429905212
2487,,94.35,0.57,4.58,34.845781076838534,0.3837948340874514,0.9290690668741676
2488,,94.24,0.44,5.1,36.284395831339,0.4000251553477785,0.926216982681647
1732,,94.16,-0.93,3.21,54.76584796143186,0.1835196734926061,0.923772497143636
988,,88.55,-1.04,12.41,44.2893820948953,0.3888731056150528,0.841138388624803
2625,,93.28,-0.52,-0.9,201.91895781802577,0.0915325539559673,0.9237878731830144
2626,,92.89,0.54,-2.86,228.0012724970933,0.1882205560792542,0.927536878730174
891,,93.06,-0.57,2.13,53.17217978364641,0.1116553999982495,0.915118543559584
892,,93.06,-0.42,2.12,49.0013852805165,0.1187844323070629,0.9157450469037592
893,,92.12,-0.75,2.51,55.279089260929766,0.1117120744824431,0.9031264963097893
889,,93.37,-0.68,3.37,49.37576612358925,0.1872869806671182,0.9156121746471004
894,,94.02,-0.75,3.0,52.19053993372359,0.176715422995459,0.9233624379825768
2233,,93.6,-1.14,3.67,56.24838739162084,0.1857126136857727,0.9157127053843466
3096,,95.25,-1.03,8.08,45.9022041344524,0.534634002239269,0.9252836553642528
985,,95.72,-0.8,4.72,47.73194993868316,0.3712726727104245,0.9386648485539212
4896,,93.38,-1.03,4.57,50.90083926559191,0.2375867446351024,0.9118344655371268
2145,,92.96,-1.28,4.59,54.24037600613599,0.2136958330510414,0.9060986627261928
2146,,93.51,-1.46,4.35,58.11148248494186,0.2056457887679687,0.9120134826263504
2147,,92.89,-0.78,4.85,47.29459065528442,0.2509875856261065,0.90677954891611
2148,,95.12,0.93,2.05,25.04924231653473,0.268855469697863,0.9444319922441196
2174,,92.65,0.48,-0.13,332.22088664494106,0.0276621100148864,0.9182582554842827
141,,92.62,-0.66,0.63,102.46347003551288,0.0367156615084509,0.9150432726966512
2049,,93.14,-0.79,4.22,48.65939932628578,0.224015826967409,0.9108437834231156
2219,,95.75,-0.51,4.13,45.26011101931135,0.3532054603345596,0.9414056476123388
5144,,95.9,1.18,-0.41,327.07095904592006,0.1233513558294226,0.956254945635659
4851,,93.67,0.21,6.75,38.59085703767943,0.4423150421682361,0.9153890177790964
4854,,93.2,0.01,8.02,39.953786753728025,0.4643027459778706,0.9065873902259765
4887,,93.49,0.14,6.89,39.0442795135416,0.4344867966682182,0.9127972291766566
4886,,93.34,0.12,7.18,39.2229417809869,0.4391548975132469,0.9104137957837956
307,,93.51,0.81,0.74,13.664879155213384,0.1018388448029713,0.9285354231573192
353,,94.6,-0.49,6.61,43.14164091617033,0.4445645782923373,0.9233272173749156
1028,,93.72,1.1,4.69,31.21919671171844,0.3914719267586916,0.9238794836813162
2099,,92.84,0.31,6.68,37.9793424382363,0.400204074076558,0.9066586938728428
2017,,93.25,0.93,3.87,30.969420506950883,0.3076339122666834,0.9196720519037268
2235,,93.86,0.57,4.55,34.815795537898566,0.353978298463829,0.9236404680969964
2538,,93.68,0.26,5.17,37.6683299070109,0.3603902284601377,0.91908093184253
2092,,94.13,1.07,0.26,356.0537262940318,0.096554767986586,0.9371076432318765
2253,,93.77,1.08,0.9,12.30936297082144,0.1358510526256625,0.9322170098003694
3098,,90.3,-0.56,8.66,42.95583467149817,0.3424754977566657,0.8706909710115468
118,,90.93,-1.83,9.08,50.062583290841474,0.325846237603955,0.8717814679910822
1679,,94.42,-1.27,4.09,56.29374885984748,0.2282421611528799,0.9234982325328124
884,,92.43,-0.7,2.35,55.19001958146055,0.1093158051509779,0.9071107693623732
885,,92.49,-0.16,2.52,42.20363582446379,0.1458064804627085,0.9096107241101568
1033,,92.31,-0.86,2.01,64.64178381583284,0.088926502419686,0.9064542353734074
5180,,94.87,-0.6,9.1,43.02180351304139,0.5908222287476629,0.920489199658066
2071,,94.49,-0.77,4.45,47.89896672069875,0.2869122570678009,0.9255496297150814
5170a,dmax,15.55,0.48,0.79,21.689353905064134,0.029719310954467,0.152456312324539
5170a,dmin,89.64,1.11,5.64,32.51926079675883,0.2797366863112943,0.8764108119163505
5170b,dmax,10.1,0.37,3.54,36.55467855093952,0.1356178536438932,0.1041003523415872
5170b,dmin,89.41,-0.35,13.6,41.73840646076968,0.4722351288399439,0.8505435505929537
5170c,dmax,7.65,1.23,0.36,357.7137875062098,0.0526365463290338,0.092179129764113
5170c,dmin,90.66,0.56,2.21,30.430380797136365,0.1325787770913844,0.892724607500933
5170d,dmax,10.7,0.78,2.0,27.1132791100726,0.0858188745852991,0.1123947906160628
5170d,dmin,92.29,0.63,3.28,32.43706372981927,0.2233588322925847,0.9089760322594548
5170e,dmax,19.37,0.51,0.47,13.747843937896391,0.0186484679773945,0.1848777261045008
5170e,dmin,91.82,0.53,5.41,35.894420322387475,0.309879441267875,0.8988661955108874
5170f,dmax,34.6,0.22,1.19,32.602265986820726,0.0191588936454036,0.3177463745539385
5170f,dmin,93.48,0.09,6.36,39.24295044160971,0.4037304665692964,0.913629967583242
5170g,dmax,28.29,0.32,1.17,29.8875373898843,0.0233976046023829,0.2607742170664878
5170g,dmin,91.4,-0.41,13.25,41.90554164369138,0.5433681289692089,0.8731621417247353
5170h,dmax,19.77,0.48,3.56,35.0879659678148,0.0863111977198767,0.1831176642649896
5170h,dmin,89.68,1.1,7.56,34.42511902301129,0.3506422954507943,0.8726730537761829
5170i,dmax,16.83,0.28,2.41,35.48059911266563,0.0651986887687006,0.159871963783482
5170i,dmin,90.84,-0.59,12.94,42.53692923765863,0.5003095214760631,0.8669709866469121
5170j,dmax,18.11,0.41,5.11,37.61403820190134,0.128603480490524,0.1662445476710731
5170j,dmin,89.44,0.44,19.18,40.23269641884895,0.6380240293083108,0.840550147707556
5170k,dmax,16.95,0.61,1.9,28.82008169300792,0.0574944197535595,0.1626483380297784
5170k,dmin,92.29,0.7,5.17,34.52719979367669,0.3245670467178114,0.9052887617644044
5170l,dmax,16.37,0.36,3.8,36.72877117367528,0.1036855407410374,0.1539774889142891
5170l,dmin,90.84,-0.12,13.21,40.95390700213068,0.5284783625867346,0.868152864672912
5170m,dmax,24.01,0.23,3.02,36.98258892527798,0.0608342407586112,0.2196584980428791
5170m,dmin,90.04,0.61,19.32,39.87972304213298,0.6766510072454239,0.8474731905009351
5170n,dmax,20.7,0.5,2.34,32.08240215611778,0.0574200978214764,0.1931344235537654
5170n,dmin,91.62,0.92,5.53,33.50350673421525,0.3275866248559147,0.8979170965954507
5170o,dmax,10.05,0.67,3.86,34.23892678405616,0.1540866831489477,0.1039608564201386
5170o,dmin,89.18,3.14,14.8,32.882199518508855,0.6296939221566203,0.8583215369478305
5170p,dmax,19.29,0.32,3.39,36.51731437944613,0.0817833262091164,0.1788927498057765
5170p,dmin,91.44,-0.3,12.88,41.52903089859922,0.5388336134084525,0.8748808681897108
5170q,dmax,14.12,0.94,0.45,4.1062794670637,0.0309939090160843,0.1426116738171831
5170q,dmin,94.03,1.2,0.17,351.884808826802,0.1030593102927633,0.936200797741782
5170r,dmax,14.86,1.11,2.23,24.438968161588264,0.0807026362777593,0.1463255745791081
5170r,dmin,93.75,0.93,1.28,19.332615144729687,0.1542072551867243,0.9306186363268212
5170s,dmax,18.1,0.51,0.13,356.38600551267655,0.0123841618260114,0.174575329250261
5170s,dmin,90.78,0.7,5.43,34.787857563687794,0.2855739265542729,0.8879144834771124
5170t,dmax,11.7,0.74,1.42,23.73952380130152,0.0616449079025487,0.121103288959351
