catalog,g60
264,50.44669
264,50.88704
917,56.7822
917,55.13142
917,55.62018
2409,51.14298
2409,51.80042
2409,51.31009
2411,61.34071
2411,63.17681
2411,63.83521
2339,12.07206
2339,12.05068
2339,12.60245
959,57.13018
959,59.6748
959,49.62585
2759,54.00798
2759,54.24231
2759,53.37579
4296,50.7771
4296,50.47865
4296,56.98772
4297,42.72281
4297,41.02713
4297,39.61574
2094,18.34048
2094,17.6161
2094,17.35757
2353,51.95434
2353,50.395
2353,51.35141
2352,65.53588
2352,67.05051
2352,65.36897
5134,48.59101
5134,53.09029
5134,55.68953
5135,48.41612
5135,51.31914
5135,48.03841
4991,54.884
4991,56.60932
4991,61.01974
4986,49.4774
4986,48.86571
4986,50.97171
4987,38.18405
4987,39.33634
4987,39.60519
4988,38.90825
4988,39.8567
4988,39.15395
4989,48.15138
4989,51.80573
4989,47.83159
2994,42.76397
2994,45.19186
2994,43.70531
5174,13.10377
5174,13.83848
5174,12.76964
227,9.258865
227,10.04893
227,9.28993
139,53.66303
139,56.20991
139,54.70252
147,60.59706
147,60.71247
147,59.25057
148,61.35432
148,64.63084
148,70.12162
329,62.56944
329,62.34422
329,62.95996
2155,7.662688
2155,7.767001
2155,7.913742
224,56.98255
224,58.8533
224,58.73648
5171,34.38509
5171,33.88567
5171,34.09103
193,3.693982
193,3.66624
193,3.649378
3052,7.857149
3052,8.067965
3052,8.222045
278,62.6313
278,62.86361
278,63.29081
4784z,54.32802
4784z,54.91142
4784z,55.46114
4784aa,4.366738
4784aa,4.666083
4784aa,4.714518
4784bb,12.03562
4784bb,11.67174
4784bb,11.54888
4784cc,15.55155
4784cc,14.92858
4784cc,15.18171
4784dd,4.934957
4784dd,5.232367
4784dd,5.230801
4784ee,12.65594
4784ee,12.35781
4784ee,12.36666
4784ff,19.17436
4784ff,17.931
4784ff,16.46603
4784gg,54.44469
4784gg,59.24908
4784gg,57.28653
4784hh,15.61569
4784hh,15.18917
4784hh,14.73951
372,26.48812
372,29.49385
372,21.78313
2749,42.95135
2749,41.92208
2749,43.01856
1692,14.42932
1692,13.32193
1692,13.9481
1694,12.94904
1694,16.10205
1694,14.77203
5004,11.40744
5004,11.95797
5004,11.24724
162,8.464298
162,8.284794
162,7.978529
1826,3.614281
1826,3.662154
1826,3.540083
968,32.14347
968,32.90556
968,32.23195
969,32.34909
969,30.74854
969,32.86144
1427,9.010428
1427,8.357293
1427,9.09043
1434,8.856596
1434,8.926303
1434,8.726032
1435,8.569241
1435,8.000088
1435,8.223717
1436,10.34218
1436,9.315263
1436,9.966036
1440,8.675304
1440,8.415956
1440,8.688535
1417,8.442026
1417,8.578127
1417,8.564925
1426,9.694407
1426,9.882336
1426,10.16254
1428,8.970787
1428,8.61123
1428,8.920992
1441,8.910309
1441,9.26779
1441,8.760406
1384,8.549469
1384,9.222706
1384,8.997786
1815,11.9853
1815,12.55962
1815,12.7699
1816,10.16766
1816,10.18773
1816,10.16522
1819,39.46677
1819,41.35481
1819,47.32189
1821,10.18513
1821,10.19987
1821,10.32105
5133,47.57413
5133,49.63752
5133,49.20911
2104,12.8587
2104,12.88764
2104,12.97311
2193,50.80539
2193,45.63682
2193,49.7152
5110,41.62798
5110,42.52345
5110,41.83936
5142,65.23852
5142,63.42831
5142,66.72232
5143,13.38322
5143,13.52565
5143,14.67428
130,7.764279
130,7.295344
130,7.484579
62,28.94265
62,45.40232
62,29.55413
1715,58.73771
1715,59.76663
1715,27.43978
396,8.406268
396,8.329969
396,8.122946
49,10.40883
49,10.30467
49,10.48198
50,9.397669
50,9.348056
50,9.397617
2155,7.989356
2155,7.962179
2155,8.300614
2425,62.31321
2425,59.25196
2425,59.27503
2426,48.61023
2426,54.58343
2426,64.01582
963,9.273432
963,12.00209
963,12.00746
211,40.4612
211,40.64539
211,41.86081
4139,47.12872
4139,54.63395
4139,53.6193
1670,52.48408
1670,46.60438
1670,47.24298
255,15.73212
255,15.23666
255,13.89749
259,6.373886
259,6.538911
259,6.589621
2004,2.690462
2004,2.659903
2004,2.70396
2021,2.767828
2021,2.723732
2021,2.733996
3005,10.29097
3005,8.734773
3005,9.533526
1012,32.87514
1012,33.48392
1012,30.46629
66,41.74887
66,46.56425
66,34.88115
67,10.09326
67,9.978363
67,10.25906
233,8.793306
233,8.909486
233,9.167196
3054,36.77441
3054,37.70693
3054,37.7452
68,11.15309
68,10.42191
68,9.992105
3046,52.71986
3046,35.62365
3046,43.23109
1395,7.556592
1395,7.55596
1395,7.353444
1553,12.59863
1553,13.29305
1553,13.4046
2299,11.34301
2299,12.34711
2299,11.75583
2415,12.29989
2415,12.03333
2415,11.51494
2416,6.62234
2416,6.346013
2416,6.385907
2776,10.92213
2776,10.45817
2776,9.932455
1832,65.40679
1832,67.18335
1832,66.58689
2418,40.38237
2418,43.97042
2418,37.51736
2414,9.228716
2414,9.141457
2414,8.525429
3047,6.554225
3047,6.6363
3047,6.596063
2929,9.111738
2929,8.849315
2929,9.099487
1951,14.46678
1951,18.30223
1951,15.77723
3045,47.86341
3045,48.66922
3045,56.11692
253,56.69354
253,55.73007
253,57.41543
108,38.72027
108,40.60027
108,38.41681
1856,21.92624
1856,22.37842
1856,22.28987
2272,52.03616
2272,51.8447
2272,52.59737
2279,48.1342
2279,49.37279
2279,53.61182
2281,40.60575
2281,35.89715
2281,40.60382
2483,54.57757
2483,50.11518
2483,49.978
2956,61.22202
2956,59.17274
2956,59.42453
2961,53.80375
2961,55.60605
2961,52.09352
1855,46.85163
1855,34.89752
1855,37.61074
1856,41.71223
1856,45.47604
1856,45.01496
1857,49.12181
1857,36.73132
1857,50.58588
1858,39.8723
1858,40.88699
1858,40.14983
1864,44.8791
1864,21.78031
1864,43.51791
1865,52.46056
1865,52.0285
1865,25.39759
1866,49.24048
1866,24.47605
1866,50.72568
1867,45.94899
1867,14.557
1867,49.98788
2957,50.98388
2957,48.87456
2957,47.92934
931,4.085844
931,4.08588
931,4.50564
943,4.114426
943,4.19024
943,4.332055
2361,7.428795
2361,7.489682
2361,7.885726
2459,12.09975
2459,12.42159
2459,12.41973
2356,8.614681
2356,8.159479
2356,8.553015
2391,3.530631
2391,3.704933
2391,3.567117
2923,5.632519
2923,6.082083
2923,5.933644
2357,13.82128
2357,14.06122
2357,14.76836
936,6.344669
936,6.60118
936,6.672988
2922,4.338994
2922,4.434297
2922,4.451512
881,51.93132
881,53.84813
881,46.38185
2764,38.4332
2764,58.37034
2764,34.48618
2928,47.50784
2928,49.92448
2928,52.72695
200,37.58984
200,35.01852
200,45.24814
2765,23.42198
2765,53.64882
2765,35.75107
4835,51.42018
4835,51.94093
4835,53.92288
2309,39.89983
2309,45.10938
2309,45.78251
5529a,97.56136
5529a,97.59316
5529a,97.28043
5529b,18.88284
5529b,20.05989
5529b,16.87119
5529c,28.5698
5529c,28.76289
5529c,29.15663
5529d,97.70914
5529d,98.918
5529d,97.33505
5529e,35.42361
5529e,31.77377
5529e,30.82275
5529f,96.93845
5529f,98.93691
5529f,98.76451
5529g,28.41138
5529g,30.99075
5529g,30.32142
5529h,96.99036
5529h,97.68902
5529h,98.35934
5529i,41.14719
5529i,39.67847
5529i,35.33076
5529j,98.91493
5529j,98.62293
5529j,99.38269
5529k,36.31456
5529k,36.04292
5529k,38.7942
5529l,72.10431
5529l,76.37644
5529l,77.72551
5529m,0.9993881
5529m,1.189315
5529m,1.106993
5529n,70.01562
5529n,73.16503
5529n,72.64036
5529o,74.10503
5529o,78.56282
5529o,77.73837
5529p,7.469584
5529p,7.395273
5529p,5.794922
5529q,5.969747
5529q,5.398477
5529q,5.324211
5201a,97.63266
5201a,97.83241
5201a,97.70421
5201b,13.93314
5201b,13.01364
5201b,15.2365
5201c,24.43253
5201c,24.24008
5201c,24.00626
5202a,68.31831
5202a,79.02972
5202a,70.21388
5202b,86.60003
5202b,87.36886
5202b,87.20702
5202c,9.933806
5202c,7.801711
5202c,9.969812
5202d,19.00818
5202d,19.75592
5202d,15.19709
5202e,22.34671
5202e,22.32227
5202e,21.69139
5202f,19.18845
5202f,18.35878
5202f,16.90854
5202g,11.60117
5202g,11.34515
5202g,11.60063
2647a,39.87496
2647a,40.70271
2647a,42.29368
2647b,5.44404
2647b,6.02317
2647b,6.313504
2647c,7.580461
2647c,8.54279
2647c,8.684158
2647d,16.47045
2647d,16.28805
2647d,16.37658
2647e,51.40587
2647e,50.41678
2647e,48.0919
2647f,0.8801587
2647f,1.702499
2647f,1.113323
2647g,56.33835
2647g,55.08794
2647g,55.28671
2647h,2.513638
2647h,2.418396
2647h,2.410657
2647i,15.62393
2647i,16.75347
2647i,16.21805
2647j,80.41364
2647j,83.21571
2647j,78.23543
2647k,25.12853
2647k,24.74035
2647k,22.58629
2647l,2.467688
2647l,2.078328
2647l,1.99842
2647m,93.09882
2647m,92.37415
2647m,90.57888
2647n,2.836904
2647n,3.358517
2647n,2.469567
2647o,22.68251
2647o,22.88063
2647o,21.35832
290a,92.75397
290a,93.89934
290a,91.1417
290b,12.87548
290b,12.43273
290b,12.29658
290c,44.37933
290c,43.9499
290c,41.96101
290d,98.08302
290d,97.65299
290d,96.4689
290e,15.2033
290e,14.62878
290e,13.76284
290f,37.97229
290f,39.15211
290f,37.87806
290g,27.07001
290g,27.97709
290g,25.52226
290h,69.19444
290h,69.72237
290h,67.767
290i,14.76935
290i,14.64032
290i,15.13966
290j,45.13136
290j,46.43419
290j,48.47924
898a,91.74641
898a,91.46217
898a,83.81878
898b,37.34548
898b,37.2949
898b,36.24183
898c,49.3403
898c,50.73449
898c,49.8129
898d,89.6091
898d,92.68961
898d,92.43305
898e,43.45615
898e,45.19862
898e,44.07948
898f,33.7649
898f,35.00571
898f,34.76012
898g,81.88052
898g,90.34733
898g,90.10207
898h,43.54319
898h,42.80338
898h,41.74129
898i,36.65578
898i,39.78034
898i,37.19158
898j,84.96529
898j,91.21616
898j,87.43312
898k,50.25438
898k,50.48567
898k,48.3738
898l,35.67083
898l,38.23405
898l,35.64733
898m,35.52324
898m,36.25114
898m,37.10002
898n,83.3884
898n,76.05819
898n,70.25379
898o,47.85727
898o,45.97346
898o,44.66288
898p,41.68462
898p,39.01012
898p,40.2589
898q,92.90376
898q,81.63133
898q,93.0004
898r,52.50291
898r,48.13572
898r,49.6293
2211a,64.52419
2211a,61.24157
2211a,63.17026
2211b,90.41344
2211b,87.72051
2211b,87.58327
2211c,11.14641
2211c,10.85525
2211c,10.40978
2211d,7.8248
2211d,7.808449
2211d,9.147547
2211e,90.51769
2211e,93.53688
2211e,92.86182
2211f,13.97104
2211f,12.7908
2211f,13.34585
2211g,89.75727
2211g,89.89382
2211g,90.77441
2211h,89.09657
2211h,88.47935
2211h,90.75024
2211i,17.98773
2211i,17.89198
2211i,19.01535
2211j,96.7252
2211j,98.03918
2211j,96.41215
2211k,96.41402
2211k,95.94815
2211k,96.19003
2211l,93.45234
2211l,93.96129
2211l,94.76102
2211m,89.20184
2211m,88.69607
2211m,88.47239
2211n,99.21525
2211n,99.63393
2211n,98.83239
2211o,97.27564
2211o,98.58054
2211o,96.45442
2211p,95.08791
2211p,96.24142
2211p,93.45392
2211q,93.6861
2211q,109.3841
2211q,109.2984
4903a,11.16394
4903a,10.92831
4903a,10.96709
4903b,33.11546
4903b,32.84626
4903b,32.68465
4903c,91.123
4903c,92.74287
4903c,92.77009
4903d,87.06938
4903d,86.61999
4903d,86.09229
4903e,12.03209
4903e,12.18783
4903e,12.36014
4903f,42.47084
4903f,41.01721
4903f,42.38496
4903g,9.353335
4903g,9.172478
4903g,9.16166
4903h,9.15923
4903h,8.51978
4903h,8.730837
4903i,55.80335
4903i,56.14664
4903i,57.53621
4903j,8.299995
4903j,7.909939
4903j,8.082992
872a,52.38177
872a,52.51895
872a,50.05549
872b,14.87681
872b,14.26478
872b,13.8527
872c,54.52151
872c,53.72607
872c,55.04147
872d,63.5819
872d,64.86119
872d,63.5243
872e,53.61961
872e,52.78811
872e,51.88171
872f,64.15396
872f,66.38203
872f,65.66144
872g,15.54322
872g,14.83522
872g,14.14493
872h,52.47419
872h,51.29993
872h,51.31859
76a,8.932655
76a,9.047083
76a,9.414935
76b,32.17361
76b,31.77822
76b,32.0295
76c,93.12782
76c,93.32621
76c,92.12599
76d,84.35355
76d,86.0939
76d,86.50828
76e,9.236205
76e,9.946653
76e,10.9097
76f,41.04169
76f,40.20124
76f,43.11879
76g,9.054385
76g,9.01705
76g,9.110541
76h,8.559718
76h,8.236601
76h,8.038868
76i,60.74682
76i,58.4461
76i,61.07383
76j,9.602692
76j,9.14596
76j,9.437386
3146,7.264307
3146,7.100316
3146,7.331151
3147,2.892684
3147,7.894336
3147,7.833632
1545,38.29922
1545,36.52079
1545,36.40024
1038,43.1466
1038,45.36469
1038,43.21613
1429,58.4975
1429,60.07394
1429,60.32079
3156,5.825195
3156,5.79806
3156,5.359353
362,21.15594
362,21.63434
362,21.26787
5056,72.7756
5056,73.89381
5056,74.39186
5057,22.16928
5057,23.37243
5057,22.60209
4120,46.82263
4120,39.92507
4120,45.51792
181,44.41263
181,46.98378
181,39.68765
1771,96.07487
1771,72.48512
1771,70.74011
2037,36.81088
2037,33.87228
2037,35.98424
2038,35.49973
2038,36.39985
2038,36.32355
5024,27.07678
5024,28.18777
5024,27.86879
4308,36.49936
4308,35.17798
4308,34.66002
4199,68.45216
4199,64.8479
4199,66.56853
4200,62.92181
4200,63.7197
4200,62.42675
342,49.27174
342,50.0821
342,49.78922
3134,11.12035
3134,10.88185
3134,11.18799
2997,47.72283
2997,48.52682
2997,47.05581
2998,73.80908
2998,68.91354
2998,66.8331
2996,41.28284
2996,46.17202
2996,97.44907
2226,28.9299
2226,29.95038
2226,30.80827
3167,3.632373
3167,3.516155
3167,3.657634
2612,97.45729
2612,95.75813
2612,98.54307
3163,22.39674
3163,23.43087
3163,21.94232
4260,42.92184
4260,40.07014
4260,36.26282
4261,45.4273
4261,41.36477
4261,41.25414
4258,73.16457
4258,53.1071
4258,56.29181
3033,81.5669
3033,81.59337
3033,78.61151
2406,96.60139
2406,93.62228
2406,97.07961
2024,11.29503
2024,11.50749
2024,11.86715
3064,96.15963
3064,97.69799
3064,96.05919
2569,96.76939
2569,97.40715
2569,96.68547
5108,93.48109
5108,92.78557
5108,92.20856
4932,43.50407
4932,43.84434
4932,42.21396
4259,93.09389
4259,92.82867
4259,92.94867
2534,95.66628
2534,95.99274
2534,95.68193
5106,97.69509
5106,97.77287
5106,98.29957
5107,95.97959
5107,97.72276
5107,97.84314
5097,94.45709
5097,96.84739
5097,98.437
351,98.03251
351,97.60693
351,83.2916
965,3.276324
965,3.151425
965,3.092694
1766,4.275157
1766,4.648927
1766,4.596033
5098,95.96275
5098,97.51332
5098,97.76973
4951,57.0264
4951,56.06398
4951,57.27951
4952,59.51669
4952,60.43582
4952,57.52116
4953,57.69635
4953,55.2107
4953,56.36158
4946,96.09267
4946,97.97478
4946,96.19074
4944,43.95291
4944,43.84222
4944,44.41433
4947,97.60072
4947,97.91978
4947,96.24557
4948,93.0312
4948,94.12605
4948,94.61666
4949,8.226241
4949,8.319422
4949,8.468456
1860a,7.824309
1860a,7.425429
1860a,7.353946
2610,7.297904
2610,7.237997
2610,7.261479
1860b,23.47063
1860b,23.69109
1860b,19.9049
1859,5.970775
1859,6.241781
1859,6.130733
1860c,98.19175
1860c,97.28526
1860c,96.92225
2506,9.733715
2506,9.888012
2506,9.892982
1860e,28.19798
1860e,29.36361
1860e,29.25732
1878,19.95741
1878,19.96472
1878,18.83703
1860g,12.35495
1860g,12.31694
1860g,12.72135
1860f,6.760653
1860f,7.025759
1860f,7.231654
1860d,4.273888
1860d,4.529369
1860d,4.517986
2505,4.799736
2505,4.903626
2505,4.930179
2507,19.62971
2507,20.1204
2507,20.10746
2067,23.4586
2067,24.29124
2067,24.31973
2254,49.38561
2254,49.02602
2254,49.40071
2256,92.37418
2256,91.93804
2256,91.87897
2057,7.81286
2057,8.188156
2057,8.153109
5194,97.43339
5194,94.98399
5194,97.58954
1768,99.48326
1768,98.50704
1768,97.86082
2611,99.24052
2611,97.09877
2611,96.952
2496,28.07773
2496,28.03667
2496,27.96811
1396,49.52136
1396,49.57798
1396,50.05088
5082,94.9772
5082,94.99771
5082,96.30743
5083,93.5789
5083,72.82507
5083,73.64828
1528,40.01239
1528,42.00744
1528,39.16957
2999,6.13852
2999,6.160404
2999,6.097568
2564,46.80925
2564,48.49923
2564,47.93288
3192a,111.3204
3192a,118.3372
3192a,112.5924
3192b,89.6212
3192b,89.22338
3192b,90.69599
3192c,2.083887
3192c,2.232918
3192c,2.005708
3192d,1.775196
3192d,1.768094
3192d,1.889307
3192e,12.16374
3192e,11.77138
3192e,12.16803
3192f,2.690356
3192f,1.847239
3192f,2.46778
3192g,5.356463
3192g,4.938957
3192g,4.192854
3192h,6.407581
3192h,6.698318
3192h,6.049373
3192i,3.302538
3192i,1.902385
3192i,3.558284
3192j,8.934601
3192j,8.872871
3192j,8.730206
2640a,94.52831
2640a,94.36292
2640a,89.72456
2640b,94.37459
2640b,95.19026
2640b,94.52934
2640c,28.96368
2640c,27.10271
2640c,27.42849
2640d,96.74651
2640d,96.77615
2640d,96.22888
2640e,23.43482
2640e,24.01088
2640e,24.06724
2640f,7.95099
2640f,8.014382
2640f,7.965243
2640g,3.065423
2640g,2.181118
2640g,2.219763
2640h,7.615496
2640h,7.372108
2640h,7.300241
2640i,21.10662
2640i,21.43878
2640i,21.63704
2640j,96.65549
2640j,97.0088
2640j,94.41442
2640k,5.431553
2640k,5.45226
2640k,5.424915
2640l,5.483772
2640l,5.994217
2640l,5.440122
2640m,22.83271
2640m,23.78372
2640m,22.36527
2640n,3.638098
2640n,3.183548
2640n,3.893842
2640o,3.331589
2640o,4.132005
2640o,4.07541
2640p,4.835423
2640p,4.84866
2640p,4.66155
2640q,0.6725934
2640q,0.6436734
2640q,0.555589
2640r,6.587016
2640r,5.936837
2640r,6.304863
2640s,0.8893728
2640s,0.9290354
2640s,0.9949508
2640t,0.5907159
2640t,1.033149
2640t,0.8964335
2079a,89.03309
2079a,90.82475
2079a,94.30617
2079b,7.513645
2079b,7.8263
2079b,7.929194
2079c,19.52589
2079c,19.81363
2079c,20.53138
2079d,25.62243
2079d,27.60573
2079d,25.63134
2079e,94.50607
2079e,95.57281
2079e,94.54435
2079f,21.54445
2079f,23.31358
2079f,21.69367
2079g,92.63352
2079g,94.83957
2079g,93.80014
2079h,8.495604
2079h,8.368313
2079h,8.192179
2079i,0.6019012
2079i,0.5562773
2079i,0.6122645
2079j,4.263019
2079j,5.69903
2079j,4.598358
3196a,69.43594
3196a,80.97497
3196a,77.26936
3196b,13.09322
3196b,15.011
3196b,14.01614
3196c,12.50925
3196c,11.4122
3196c,11.81079
3196d,10.05283
3196d,9.190281
3196d,9.599155
3196e,21.29212
3196e,20.20816
3196e,18.87183
3196f,6.616111
3196f,6.704366
3196f,7.193788
3196g,17.87794
3196g,17.05281
3196g,18.61567
3196h,86.91772
3196h,98.4546
3196h,96.74984
3196i,85.86663
3196i,87.57183
3196i,86.28964
3196j,79.74222
3196j,81.43885
3196j,78.28461
3196k,1.242886
3196k,0.7745445
3196k,1.56858
3196l,5.393488
3196l,4.826659
3196l,4.921299
3196m,14.67049
3196m,15.59857
3196m,16.57823
2210a,83.34671
2210a,89.35069
2210a,95.76717
2210b,28.15042
2210b,28.14042
2210b,27.56139
2210c,89.11883
2210c,90.1683
2210c,89.89422
2210d,2.098474
2210d,2.152292
2210d,1.974995
2210e,12.49513
2210e,12.42959
2210e,12.02795
2210f,24.88971
2210f,24.51124
2210f,24.63962
2210g,89.80048
2210g,91.43837
2210g,91.76835
2210h,88.87044
2210h,90.24621
2210h,85.6807
2210i,6.691
2210i,6.044992
2210i,6.603392
2210j,1.159152
2210j,1.289982
2210j,1.098513
2210k,7.102763
2210k,6.524086
2210k,6.725261
1942a,83.63543
1942a,84.64171
1942a,88.2931
1942b,22.00516
1942b,22.48247
1942b,21.28065
1942c,88.88139
1942c,89.97272
1942c,90.43575
1942d,35.56692
1942d,34.90022
1942d,37.40093
1942e,12.28099
1942e,9.779238
1942e,10.10762
1942f,2.279087
1942f,2.371016
1942f,2.20195
1942g,29.07865
1942g,30.07775
1942g,30.68576
1942h,8.598507
1942h,8.59619
1942h,9.338097
1942i,5.75766
1942i,4.817199
1942i,4.517089
1942j,90.40567
1942j,91.97076
1942j,90.2544
1942k,6.401437
1942k,6.438989
1942k,6.23358
1942l,89.79903
1942l,87.06156
1942l,83.8518
1942m,9.221882
1942m,8.983437
1942m,9.104925
1942n,1.135793
1942n,0.8426683
1942n,1.38117
1942o,10.35669
1942o,9.279194
1942o,9.627921
1942p,10.10764
1942p,10.0841
1942p,9.909029
1942q,8.212341
1942q,7.547654
1942q,7.884038
1942r,8.686809
1942r,9.495138
1942r,9.861425
693a,12.56333
693a,11.00418
693a,12.50162
693b,23.46832
693b,24.6422
693b,22.62654
693c,95.48788
693c,94.48598
693c,96.65771
693d,11.75744
693d,11.43671
693d,11.62054
693e,40.64765
693e,42.60423
693e,42.83334
693f,21.84169
693f,21.32258
693f,19.90731
693g,10.41085
693g,10.57075
693g,10.22494
693h,14.2999
693h,13.44437
693h,13.03477
693i,4.386957
693i,4.322181
693i,4.470004
693j,7.960029
693j,7.033937
693j,7.296066
693k,27.10383
693k,20.6629
693k,26.7005
5517a,9.671988
5517a,8.416477
5517a,9.899776
5517b,19.46557
5517b,18.90586
5517b,19.25609
5517c,96.24969
5517c,98.22052
5517c,96.94228
5517d,15.36831
5517d,15.46317
5517d,14.99321
5517e,38.58043
5517e,38.5518
5517e,38.91512
5517f,17.27452
5517f,17.82294
5517f,18.20959
5517g,13.11471
5517g,12.98631
5517g,12.57648
5517h,12.55072
5517h,10.44583
5517h,12.58891
5517i,4.119226
5517i,3.886197
5517i,3.542076
5517j,6.557648
5517j,5.343732
5517j,5.947226
5517k,24.49512
5517k,15.0058
5517k,24.48213
5518a,12.98417
5518a,12.82594
5518a,13.9148
5518b,24.12757
5518b,22.49667
5518b,23.64455
5518c,95.53448
5518c,95.12123
5518c,96.97422
5518d,16.73054
5518d,16.48063
5518d,15.35426
5518e,45.03263
5518e,44.17021
5518e,44.91706
5518f,19.83076
5518f,21.38073
5518f,19.30906
5518g,12.91668
5518g,14.58864
5518g,13.26347
5518h,15.34438
5518h,14.05646
5518h,14.99271
5518i,4.59119
5518i,4.550397
5518i,4.540407
5518j,7.360572
5518j,6.878773
5518j,6.890849
5518k,27.43477
5518k,26.72716
5518k,25.56728
902a,12.66906
902a,12.37762
902a,11.70921
902b,8.994311
902b,8.88128
902b,8.337931
902c,11.8401
902c,10.81714
902c,11.11767
902d,2.594108
902d,2.698923
902d,2.424444
902e,14.96502
902e,14.74967
902e,15.20127
902f,100.0489
902f,99.44198
902f,99.24339
902g,11.281
902g,12.55707
902g,11.8898
902h,1.854233
902h,1.53915
902h,1.828319
902i,37.2437
902i,36.36937
902i,36.26817
902j,12.66217
902j,13.3385
902j,14.01814
902k,10.82937
902k,10.72294
902k,10.77845
902l,4.291275
902l,3.525337
902l,3.632115
902m,11.92187
902m,11.94065
902m,12.15757
902n,6.040855
902n,4.27228
902n,4.354845
902o,6.509459
902o,6.760321
902o,6.704772
902p,1.03986
902p,1.03543
902p,1.412679
902q,1.327777
902q,1.13202
902q,0.7550557
902r,16.03902
902r,14.60956
902r,15.24644
902s,6.512869
902s,6.204115
902s,6.287509
902t,16.16662
902t,15.73795
902t,15.22637
5513a,5.390391
5513a,5.228526
5513a,6.80316
5513b,6.420229
5513b,7.363511
5513b,6.841041
5513c,7.25212
5513c,7.150189
5513c,6.579368
5513d,12.99007
5513d,12.96225
5513d,12.8726
5513e,12.8969
5513e,13.65953
5513e,13.41924
5513f,95.31921
5513f,93.05481
5513f,92.58217
5513g,9.016885
5513g,8.294349
5513g,8.831405
5513h,8.256504
5513h,7.899178
5513h,8.26037
5513i,14.84812
5513i,14.88623
5513i,14.09512
5513j,11.6598
5513j,12.08575
5513j,12.02717
5513k,9.704001
5513k,9.818569
5513k,10.11881
5513l,6.001523
5513l,5.745779
5513l,6.007977
5513m,6.001982
5513m,6.032624
5513m,5.88418
5513n,8.217543
5513n,8.555403
5513n,8.529072
5513o,12.52326
5513o,11.97235
5513o,12.58587
5513p,12.4774
5513p,12.13101
5513p,12.49364
5513q,98.38811
5513q,95.98797
5513q,91.92281
5513r,9.181089
5513r,10.64439
5513r,10.08794
5513s,15.90227
5513s,16.48453
5513s,16.0169
5513t,3.709746
5513t,4.467346
5513t,4.16669
5513u,93.45259
5513u,94.54442
5513u,93.53938
5513v,92.50777
5513v,92.19587
5513v,93.13951
5513w,86.54977
5513w,87.05923
5513w,85.33696
5513x,10.14583
5513x,10.1284
5513x,11.09256
5513y,12.79169
5513y,13.69725
5513y,13.28303
5513z,4.233237
5513z,4.132564
5513z,4.40137
5513aa,44.69345
5513aa,44.17378
5513aa,44.62271
5544a,96.92941
5544a,113.4194
5544a,123.666
5544b,9.870834
5544b,10.27666
5544b,11.30753
5544c,21.17636
5544c,21.61085
5544c,20.75024
5544d,20.77792
5544d,20.04383
5544d,20.22967
5544e,39.731
5544e,38.24483
5544e,41.43866
5544f,36.70943
5544f,35.79029
5544f,35.36782
5544g,3.578112
5544g,3.816848
5544g,3.36761
5544h,7.869648
5544h,7.96142
5544h,8.278111
5544i,5.848456
5544i,5.540953
5544i,5.931027
5544j,6.11248
5544j,5.891272
5544j,6.015796
5544k,18.84857
5544k,20.95365
5544k,18.67953
901a,11.46698
901a,11.025
901a,11.36265
901b,8.05182
901b,8.869738
901b,8.871054
901c,35.13367
901c,37.54899
901c,38.51456
901d,8.601925
901d,8.106983
901d,9.389701
901e,5.586933
901e,5.950468
901e,5.880481
901f,19.30801
901f,20.49962
901f,19.35949
901g,13.14353
901g,12.19098
901g,14.91871
901h,7.141818
901h,8.963951
901h,8.334484
901i,8.558728
901i,9.377468
901i,11.4189
901j,87.26447
901j,92.60112
901j,94.29162
901k,12.29528
901k,12.49888
901k,12.80282
901l,10.48131
901l,13.10197
901l,16.35963
901m,83.82642
901m,93.67472
901m,95.28837
901n,11.99719
901n,12.84875
901n,11.6859
901o,45.90186
901o,49.46096
901o,52.35144
901p,16.1507
901p,15.38901
901p,14.59248
901q,5.258162
901q,7.126603
901q,5.526232
901r,15.48958
901r,16.23269
901r,16.32187
901s,1.913688
901s,2.873383
901s,2.22565
901t,9.794069
901t,11.69518
901t,9.919281
901u,18.97694
901u,19.59859
901u,20.38595
901v,8.223881
901v,8.753686
901v,8.684846
901w,94.01551
901w,96.01488
901w,95.18554
901x,9.791388
901x,11.03747
901x,9.513096
901y,53.69305
901y,54.3386
901y,53.34491
901z,15.75504
901z,16.0163
901z,15.59676
901aa,95.86011
901aa,96.07349
901aa,96.36042
901bb,11.57385
901bb,11.32601
901bb,11.92874
901cc,8.978048
901cc,10.62404
901cc,10.32378
901dd,20.90015
901dd,21.19699
901dd,21.80303
901ee,92.8562
901ee,93.42215
901ee,94.68702
901ff,12.84283
901ff,17.81801
901ff,16.52955
901gg,6.082599
901gg,6.091097
901gg,4.938431
901hh,10.89375
901hh,10.20768
901hh,10.54915
901ii,95.86291
901ii,95.8796
901ii,95.64036
901jj,12.39916
901jj,12.50377
901jj,12.87544
901kk,95.84061
901kk,95.36852
901kk,94.69668
901ll,16.85873
901ll,17.85498
901ll,18.01745
901mm,21.84299
901mm,22.32504
901mm,21.60145
901nn,97.48946
901nn,94.78091
901nn,96.24583
5527a,4.440094
5527a,6.159143
5527a,5.978046
5527b,7.109639
5527b,8.310648
5527b,7.726556
5527c,25.74468
5527c,28.80436
5527c,29.9761
5527d,6.336472
5527d,6.579041
5527d,7.71165
5527e,4.725308
